0 0.00507138 0.06555394  0.00000112  0.001895610940  0.002795790901  0.002076318419  0.003062308675 -0.000441971733 -0.000651854079
1 4.10743715 0.06561341  0.73797767 -2.804317219479 -0.996523883942 -2.667432911197 -0.947881545036 -0.009760305888 -0.003468357606
2 4.25972239 0.06561737  0.79376171  2.203518473865 -1.930965873338 -2.309493602705  2.023832996811 -0.272678619615  0.238951080022
3 4.77549110 0.06565334  0.99816336  0.036276358510 -0.218431743388 -0.040206902322  0.242098826923  0.780503806250 -4.699667247027
