#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.087101730397  0.087101730397  0.015553882173  -0.000000064082   0.102655548489  -0.423241165619
1  0.090365123295  0.090365123295  0.012440572829  -0.002090799799   0.100714896325  -0.281631813825
2  0.090366196410  0.090366196410  0.012437769614  -0.002090166035   0.100713799989  -0.281572780018
3  0.090367126166  0.090367126166  0.012437275880  -0.002090356300   0.100714045746  -0.281554167462
4  0.093873477596  0.093873477596  0.016307268279  -0.000182088059   0.109998657816  -0.438788729053
5  0.093893208501  0.093893208501  0.016282597253  -0.000184945455   0.109990860299  -0.438039642124
6  0.093903010394  0.093903010394  0.016267835044  -0.000186406810   0.109984438628  -0.437598176250
7  0.096359444436  0.096359444436  0.012821369422  -0.001208599389   0.107972214469  -0.315999730476
8  0.096360272704  0.096360272704  0.012817851660  -0.001208003864   0.107970120500  -0.315920212302
9  0.096362196018  0.096362196018  0.012807890884  -0.001206603414   0.107963483487  -0.315687273849
10  0.097058678122  0.097058678122  0.017954638869  -0.000031294655   0.114982022336  -0.487719288752
11  0.097073265470  0.097073265470  0.017931095964  -0.000031653441   0.114972707994  -0.487068890279
12  0.097895451263  0.097895451263  0.011516331172  -0.001712670023   0.107699112412  -0.266771344979
13  0.097896390161  0.097896390161  0.011511985763  -0.001710537391   0.107697838533  -0.266711132215
14  0.097897395041  0.097897395041  0.011497897535  -0.001700628674   0.107694663903  -0.266597401902
15  0.097970592310  0.097970592310  0.012446283427  -0.002438974440   0.107977901297  -0.272312887776
16  0.097974464359  0.097974464359  0.012431689155  -0.002432070805   0.107974082709  -0.272103614768
17  0.098113112963  0.098113112963  0.010480982108  -0.001989778851   0.106604316220  -0.231057528310
18  0.099266661438  0.099266661438  0.018700809529  -0.000000389743   0.117967081224  -0.508864602961
19  0.100343468978  0.100343468978  0.014144000754  -0.001860698089   0.112626771643  -0.334245862143
20  0.100344125858  0.100344125858  0.014140139321  -0.001865797185   0.112618467994  -0.334002033588
21  0.100351375540  0.100351375540  0.014120561507  -0.001864337629   0.112607599418  -0.333509010430
22  0.100423568347  0.100423568347  0.009326667420  -0.000154973698   0.109595262070  -0.249574626567
23  0.100440437337  0.100440437337  0.009343491463  -0.000157562614   0.109626366186  -0.249961984286
24  0.100452181025  0.100452181025  0.009353517321  -0.000159176316   0.109646522030  -0.250190890835
25  0.100471402021  0.100471402021  0.013871073181  -0.002186883971   0.112155591231  -0.317943146269
26  0.100471907859  0.100471907859  0.013878978367  -0.002192036445   0.112158849780  -0.318018051407
27  0.100472452098  0.100472452098  0.013872171165  -0.002187599339   0.112157023924  -0.317953557791
28  0.101003332504  0.101003332504  0.009591525400  -0.000567746807   0.110027111096  -0.245549648799
29  0.101014538747  0.101014538747  0.009604009868  -0.000572891777   0.110045656839  -0.245749366825
30  0.101565583815  0.101565583815  0.009592863645  -0.001036099311   0.110122348149  -0.232841537001
31  0.101575232491  0.101575232491  0.009597785995  -0.001039565766   0.110133452719  -0.232881153931
32  0.101605001904  0.101605001904  0.009608014979  -0.001045892801   0.110167124083  -0.232987331458
33  0.102455983662  0.102455983662  0.015331144664  -0.000180367854   0.117606760472  -0.412273848090
34  0.102478758165  0.102478758165  0.015296891941  -0.000181252219   0.117594397887  -0.411317718737
35  0.102498863370  0.102498863370  0.015284208585  -0.000182599900   0.117600472055  -0.410935914571
36  0.102881765341  0.102881765341  0.014799964143  -0.002366365199   0.115315364285  -0.338335634311
37  0.102888829838  0.102888829838  0.014783810023  -0.002362356464   0.115310283398  -0.338005141381
