#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.065085732160  0.065085732160  0.003756955275  -0.000003569395   0.068839118039  -0.102134884520
1  0.065188393858  0.065188393858  0.003715328230  -0.000100110214   0.068803611875  -0.098375143527
2  0.065212511377  0.065212511377  0.003704401880  -0.000123563608   0.068793349648  -0.097439622549
3  0.065230232389  0.065230232389  0.003702386230  -0.000144779746   0.068787838873  -0.096807453082
4  0.066328655390  0.066328655390  0.003863042840  -0.000006082291   0.070185615939  -0.104953296293
5  0.066398072790  0.066398072790  0.003836124932  -0.000045398207   0.070188799516  -0.103150981227
6  0.066407320706  0.066407320706  0.003829507337  -0.000043158746   0.070193669296  -0.103031846042
7  0.066470704545  0.066470704545  0.003767505001  -0.000054037096   0.070184172450  -0.101048660536
8  0.066500350925  0.066500350925  0.003783495166  -0.000135539499   0.070148306592  -0.099265980829
9  0.066534539709  0.066534539709  0.003746760058  -0.000084936762   0.070196363006  -0.099643338447
10  0.066683490439  0.066683490439  0.003687212523  -0.000271497634   0.070099205329  -0.092946384139
11  0.066775431788  0.066775431788  0.003681789850  -0.000342720324   0.070114501314  -0.090860756499
12  0.066871293365  0.066871293365  0.003700414904  -0.000004299126   0.070567409144  -0.100576484894
13  0.066936054596  0.066936054596  0.003687563140  -0.000075761756   0.070547855980  -0.098282172199
14  0.066957355710  0.066957355710  0.003679481538  -0.000101187122   0.070535650126  -0.097370400667
15  0.067288731158  0.067288731158  0.003564868549  -0.000405682731   0.070447916976  -0.085965868955
16  0.067608911587  0.067608911587  0.002378219443  -0.000000109125   0.069987021905  -0.064711711093
17  0.067610885506  0.067610885506  0.002380028931  -0.000000675287   0.069990239151  -0.064745543761
18  0.067615609689  0.067615609689  0.002380325825  -0.000000594175   0.069995341339  -0.064755829805
19  0.067619523721  0.067619523721  0.002384417319  -0.000003532890   0.070000408150  -0.064787198544
20  0.067677186314  0.067677186314  0.002369902611  -0.000000991644   0.070046097280  -0.064461383868
21  0.067680787376  0.067680787376  0.002374686693  -0.000002761173   0.070052712896  -0.064543414107
