#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.067660065879  0.067660065879  0.007581912775  -0.000031308905   0.075210669749  -0.205462502144
1  0.068422008335  0.068422008335  0.006980817905  -0.000607799920   0.074795026320  -0.173418741597
2  0.068429134462  0.068429134462  0.006970115017  -0.000608684879   0.074790564600  -0.173103420061
3  0.068555925008  0.068555925008  0.006837630080  -0.000675360768   0.074718194319  -0.167683975136
4  0.071458069439  0.071458069439  0.008250774534  -0.000039397507   0.079669446466  -0.223443064822
5  0.071767614328  0.071767614328  0.008235411538  -0.000038092536   0.079964933330  -0.223060526291
6  0.071937980964  0.071937980964  0.007979049069  -0.000360447955   0.079556582077  -0.207312802334
7  0.072259525370  0.072259525370  0.007760828812  -0.000580441668   0.079439912513  -0.195388386722
8  0.072467496238  0.072467496238  0.007828094833  -0.000516565254   0.079779025817  -0.198956956001
9  0.072662220588  0.072662220588  0.007398316188  -0.000868987504   0.079191549272  -0.177672174542
10  0.072839727911  0.072839727911  0.007777571533  -0.000250883871   0.080366415573  -0.204811708667
11  0.073107301143  0.073107301143  0.007295673957  -0.000761382502   0.079641592598  -0.177807218502
12  0.073313910600  0.073313910600  0.006988434408  -0.001043905057   0.079258439951  -0.161758965973
13  0.073519010238  0.073519010238  0.007180961284  -0.000581100894   0.080118870627  -0.179591441000
14  0.073616280767  0.073616280767  0.007285880789  -0.000666309749   0.080235851807  -0.180127795407
15  0.074427814750  0.074427814750  0.004745191930  -0.000001392058   0.079171614622  -0.129085435826
16  0.074462243617  0.074462243617  0.004811765573  -0.000034854617   0.079239154573  -0.129986434791
17  0.074510648905  0.074510648905  0.004859152943  -0.000060996478   0.079308805370  -0.130564554826
18  0.074550864975  0.074550864975  0.005621045426  -0.000642924919   0.079528985482  -0.135461628350
19  0.074595639685  0.074595639685  0.005516552674  -0.000402856874   0.079709335485  -0.139150821897
20  0.074633708099  0.074633708099  0.004753716754  -0.000018048695   0.079369376158  -0.128864157833
21  0.074640059888  0.074640059888  0.004740456173  -0.000020985559   0.079359530501  -0.128423402662
22  0.074679058320  0.074679058320  0.004768763179  -0.000082653282   0.079365168217  -0.127515610855
23  0.074695738397  0.074695738397  0.005191934034  -0.000397279585   0.079490392846  -0.130469260077
24  0.075348133710  0.075348133710  0.004685643194  -0.000008566639   0.080025210265  -0.127269800971
25  0.075360061856  0.075360061856  0.004682918408  -0.000024890360   0.080018089905  -0.126751464431
26  0.075363777676  0.075363777676  0.004679867893  -0.000002737187   0.080040908381  -0.127271274488
27  0.075366554607  0.075366554607  0.004686790638  -0.000009617268   0.080043727976  -0.127272435416
28  0.075858767215  0.075858767215  0.008642280403  -0.000056087016   0.084444960602  -0.233642342737
29  0.075943070017  0.075943070017  0.008526728760  -0.000056169009   0.084413629768  -0.230495789626
30  0.076345492561  0.076345492561  0.008503418559  -0.000044198894   0.084804712227  -0.230187209997
31  0.076386511531  0.076386511531  0.008328344126  -0.000396942648   0.084317913009  -0.215824538182
32  0.076652441704  0.076652441704  0.008252421691  -0.000422520245   0.084482343150  -0.213062580216
33  0.076718742826  0.076718742826  0.008235962999  -0.000529569164   0.084425136661  -0.209701765199
34  0.076757405309  0.076757405309  0.008388405853  -0.000593884258   0.084551926904  -0.212099844932
35  0.076931080404  0.076931080404  0.008211599661  -0.000061799712   0.085080880353  -0.221767466324
36  0.076956805993  0.076956805993  0.007961047633  -0.000807032153   0.084110821473  -0.194670776829
37  0.077099341854  0.077099341854  0.007989027220  -0.000661613524   0.084426755550  -0.199389185062
38  0.077136462620  0.077136462620  0.008217073297  -0.000250445578   0.085103090338  -0.216783093496
39  0.077208419306  0.077208419306  0.008081727380  -0.000591951559   0.084698195127  -0.203807285772
40  0.077249975807  0.077249975807  0.008237576891  -0.000271437545   0.085216115153  -0.216769804196
41  0.077468593232  0.077468593232  0.007738709434  -0.001004249742   0.084203052924  -0.183254076461
42  0.077560483704  0.077560483704  0.007836199440  -0.000518777712   0.084877905432  -0.199117289609
43  0.077591227075  0.077591227075  0.008058166025  -0.000322620814   0.085326772286  -0.210495014945
