#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.065413317704  0.065413317704  0.005090706645  -0.000010184340   0.070493840009  -0.138248124657
1  0.065652539160  0.065652539160  0.004895699031  -0.000216030425   0.070332207767  -0.127340334328
2  0.065709493477  0.065709493477  0.004847310184  -0.000261637695   0.070295165966  -0.124782568365
3  0.065739423380  0.065739423380  0.004816584037  -0.000279833021   0.070276174396  -0.123451346600
4  0.067022822395  0.067022822395  0.005311298055  -0.000013630051   0.072320490399  -0.144156963115
5  0.067091918465  0.067091918465  0.005310417364  -0.000018961390   0.072383374439  -0.143987925082
6  0.067146244907  0.067146244907  0.005265055540  -0.000095027201   0.072316273246  -0.140683709136
7  0.067260926111  0.067260926111  0.005182206119  -0.000179084376   0.072264047854  -0.136141947009
8  0.067319717472  0.067319717472  0.005194304117  -0.000171858849   0.072342162739  -0.136667767144
9  0.067366452658  0.067366452658  0.005092905780  -0.000283990068   0.072175368370  -0.130857329005
10  0.067638410112  0.067638410112  0.005329291241  -0.000014981736   0.072952719617  -0.144609801675
11  0.067665303344  0.067665303344  0.004836275047  -0.000483304052   0.072018274339  -0.118450434932
12  0.067835363863  0.067835363863  0.005168266069  -0.000211703546   0.072791926386  -0.134875005434
13  0.067848871903  0.067848871903  0.004744866118  -0.000599994903   0.071993743117  -0.112787748559
14  0.067885954962  0.067885954962  0.005129524547  -0.000258068298   0.072757411212  -0.132559144586
15  0.068559208591  0.068559208591  0.004493549968  -0.000683647276   0.072369111283  -0.103672786106
16  0.068692624942  0.068692624942  0.005465594146  -0.000014410895   0.074143808194  -0.148334327933
17  0.068812279797  0.068812279797  0.002932639230  -0.000000362586   0.071744556440  -0.079791352664
18  0.068815925759  0.068815925759  0.002937124486  -0.000001896769   0.071751153476  -0.079871655506
19  0.068826178601  0.068826178601  0.002939952078  -0.000001624667   0.071764506012  -0.079956002512
20  0.068837057905  0.068837057905  0.002967666792  -0.000019021011   0.071785703687  -0.080236779819
21  0.068876375307  0.068876375307  0.005393410084  -0.000156866163   0.074112919228  -0.142493691251
22  0.068894084245  0.068894084245  0.002936840736  -0.000002300988   0.071828623994  -0.079852934910
23  0.068901342897  0.068901342897  0.002962019873  -0.000013512051   0.071849850719  -0.080233025733
24  0.068905511405  0.068905511405  0.002939048854  -0.000000676206   0.071843884053  -0.079957233465
