#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.069327473909  0.069327473909  0.004174510893  -0.000000000508   0.073501984294  -0.113594271888
1  0.069512246422  0.069512246422  0.004091581416  -0.000175245949   0.073428581889  -0.106568970922
2  0.069512246423  0.069512246423  0.004091581413  -0.000175245948   0.073428581888  -0.106568970875
3  0.069512246424  0.069512246424  0.004091581411  -0.000175245948   0.073428581886  -0.106568970807
4  0.071084433343  0.071084433343  0.003991611583  -0.000009893909   0.075066151017  -0.108348112319
5  0.071084433345  0.071084433345  0.003991611580  -0.000009893910   0.075066151016  -0.108348112219
6  0.071084433349  0.071084433349  0.003991611577  -0.000009893909   0.075066151018  -0.108348112170
7  0.071194684610  0.071194684610  0.003968085118  -0.000039091287   0.075123678442  -0.106913422746
8  0.071194684612  0.071194684612  0.003968085118  -0.000039091286   0.075123678443  -0.106913422735
9  0.071194684614  0.071194684614  0.003968085116  -0.000039091287   0.075123678444  -0.106913422687
10  0.071255534011  0.071255534011  0.003940595489  -0.000162474477   0.075033655022  -0.102807962088
11  0.071255534012  0.071255534012  0.003940595487  -0.000162474476   0.075033655022  -0.102807962056
12  0.071255534014  0.071255534014  0.003940595486  -0.000162474477   0.075033655023  -0.102807962026
13  0.071482629104  0.071482629104  0.003791358709  -0.000356509590   0.074917478223  -0.093467053313
14  0.071482629106  0.071482629106  0.003791358708  -0.000356509590   0.074917478223  -0.093467053264
15  0.071687811653  0.071687811653  0.003812248051  -0.000509149252   0.074990910452  -0.089881942677
16  0.072397771560  0.072397771560  0.002624045812  -0.000000913206   0.075020904166  -0.071379110604
17  0.072397771561  0.072397771561  0.002624045811  -0.000000913206   0.075020904167  -0.071379110574
18  0.072397771562  0.072397771562  0.002624045810  -0.000000913206   0.075020904167  -0.071379110551
19  0.072442294004  0.072442294004  0.002651919661  -0.000018694262   0.075075519403  -0.071653749626
20  0.072451355075  0.072451355075  0.002626189907  -0.000008550653   0.075068994329  -0.071229628800
21  0.072451355076  0.072451355076  0.002626189907  -0.000008550653   0.075068994330  -0.071229628792
22  0.072451355077  0.072451355077  0.002626189906  -0.000008550653   0.075068994330  -0.071229628760
23  0.072462345649  0.072462345649  0.002647867952  -0.000023393604   0.075086819997  -0.071415621276
24  0.072462345650  0.072462345650  0.002647867951  -0.000023393604   0.075086819997  -0.071415621255
25  0.072475492978  0.072475492978  0.002610366760  -0.000000653576   0.075085206161  -0.071013949310
26  0.072475492980  0.072475492980  0.002610366758  -0.000000653576   0.075085206161  -0.071013949257
27  0.072475492981  0.072475492981  0.002610366756  -0.000000653576   0.075085206161  -0.071013949225
28  0.072766232334  0.072766232334  0.003966320325  -0.000005446841   0.076727105818  -0.107780912720
29  0.072766232337  0.072766232337  0.003966320324  -0.000005446840   0.076727105821  -0.107780912725
30  0.072766232339  0.072766232339  0.003966320320  -0.000005446840   0.076727105819  -0.107780912592
31  0.072832514757  0.072832514757  0.003962727041  -0.000047212265   0.076748029533  -0.106546638764
32  0.072832514761  0.072832514761  0.003962727036  -0.000047212265   0.076748029531  -0.106546638628
33  0.072924969157  0.072924969157  0.003921172555  -0.000175578428   0.076670563284  -0.101922860018
34  0.073008451334  0.073008451334  0.003891835487  -0.000223141560   0.076677145261  -0.099830297936
35  0.073008451335  0.073008451335  0.003891835484  -0.000223141560   0.076677145260  -0.099830297866
36  0.073008451338  0.073008451338  0.003891835484  -0.000223141561   0.076677145261  -0.099830297822
37  0.073063848911  0.073063848911  0.003942481550  -0.000216603917   0.076789726544  -0.101386346623
38  0.073063848917  0.073063848917  0.003942481544  -0.000216603917   0.076789726543  -0.101386346437
39  0.073063848920  0.073063848920  0.003942481538  -0.000216603919   0.076789726539  -0.101386346254
40  0.073089968046  0.073089968046  0.003915535319  -0.000000007499   0.077005495866  -0.106546993719
41  0.073235484695  0.073235484695  0.003826180501  -0.000182030543   0.076879634653  -0.099162422148
42  0.073235484699  0.073235484699  0.003826180491  -0.000182030539   0.076879634651  -0.099162421998
43  0.073235484702  0.073235484702  0.003826180481  -0.000182030534   0.076879634650  -0.099162421869
