#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.069534651437  0.069534651437  0.004360460555  -0.000000002318   0.073895109674  -0.118654173269
1  0.069734493701  0.069734493701  0.004266298246  -0.000190793545   0.073809998402  -0.110900188612
2  0.069734515471  0.069734515471  0.004266270239  -0.000190808549   0.073809977161  -0.110899018213
3  0.069734581166  0.069734581166  0.004266186886  -0.000190855177   0.073809912876  -0.110895481277
4  0.071679727177  0.071679727177  0.004355839480  -0.000015311556   0.076020255101  -0.118111841560
5  0.071679769820  0.071679769820  0.004355848111  -0.000015328301   0.076020289631  -0.118111620772
6  0.071679850471  0.071679850471  0.004355644894  -0.000015349695   0.076020145669  -0.118105508773
7  0.071845475756  0.071845475756  0.004259462673  -0.000046627120   0.076058311309  -0.114637153368
8  0.071845493529  0.071845493529  0.004259420211  -0.000046643739   0.076058270001  -0.114635545694
9  0.071845505855  0.071845505855  0.004259420707  -0.000046661261   0.076058265300  -0.114635082382
10  0.071895547615  0.071895547615  0.004286944569  -0.000198291762   0.075984200423  -0.111257966999
11  0.071895568159  0.071895568159  0.004286783474  -0.000198253975   0.075984097658  -0.111254611605
12  0.071895597343  0.071895597343  0.004286825529  -0.000198254653   0.075984168219  -0.111255737526
13  0.072178507063  0.072178507063  0.004123747347  -0.000440281439   0.075861972971  -0.100232264198
14  0.072178561442  0.072178561442  0.004123518735  -0.000440235853   0.075861844324  -0.100227283812
15  0.072406844523  0.072406844523  0.004117160458  -0.000596445372   0.075927559609  -0.095803586492
16  0.073090575442  0.073090575442  0.002797629054  -0.000000522995   0.075887681501  -0.076113171817
17  0.073090575868  0.073090575868  0.002797619473  -0.000000523101   0.075887672240  -0.076112908220
18  0.073090589437  0.073090589437  0.002797613990  -0.000000523833   0.075887679594  -0.076112739092
19  0.073140971540  0.073140971540  0.002805142830  -0.000006083494   0.075940030875  -0.076166323202
20  0.073150541726  0.073150541726  0.002792144572  -0.000006062854   0.075936623444  -0.075813184070
21  0.073150564045  0.073150564045  0.002792111516  -0.000006057513   0.075936618048  -0.075812429899
