0 16 0.28506866 0.074479345423 0.00403500 0.10343976 0.04917751 0.09275200 -0.09767503 0.22109492 -0.03346078
0 17 0.28145792 0.074479345423 0.00393343 0.05093167 0.15983845 -0.01278909 0.14693371 0.07153534 -0.15558218
0 18 0.00267738 0.076465874905 0.00000037 0.00014539 -0.00038345 0.00018835 -0.00047134 -0.00247865 -0.00077387
0 19 0.00119147 0.076465874905 0.00000007 -0.00013035 -0.00004951 -0.00036075 0.00000896 -0.00036778 -0.00106521
0 20 0.00140145 0.076551021495 0.00000010 0.00060099 -0.00027693 0.00066478 0.00072506 -0.00066244 -0.00034599
0 21 0.00156946 0.076551021495 0.00000013 -0.00071727 0.00080183 0.00036192 0.00084097 0.00019993 0.00065392
0 22 0.00054171 0.077267522949 0.00000002 0.00045534 0.00003512 0.00020420 -0.00004768 0.00011719 -0.00016484
0 23 0.00084977 0.077267522949 0.00000004 -0.00000870 -0.00051502 0.00011686 -0.00064314 0.00014983 0.00008406
0 24 0.61343100 0.078547612888 0.01970485 -0.11941760 -0.09635017 0.16038331 0.09592830 0.28564659 -0.48603976
0 25 0.17091575 0.078547612888 0.00152970 -0.12009622 -0.02663428 0.00816602 0.00337720 0.11339890 -0.03379805
0 26 1.77334214 0.079110671164 0.16585512 -1.42382424 0.17374811 -0.65750287 0.48553248 -0.05988062 0.64470223
0 27 1.42445919 0.079110671164 0.10701480 0.23596158 0.32325228 0.04282859 1.25417575 -0.47328299 -0.26481350
0 28 2.92523341 0.079131391999 0.45141771 1.07793780 0.66514213 -0.59461779 -1.05491576 -1.49339026 1.80443745
0 29 1.76681855 0.079131391999 0.16468022 0.41812583 0.55704469 -0.39780856 0.57010623 -0.72221249 1.27736297
0 30 0.80465134 0.079336286788 0.03424491 0.00292112 0.01884905 0.07597569 -0.10298775 0.70845595 0.35890297
0 31 0.56442151 0.079336286788 0.01684953 0.02435537 0.12737010 -0.04230986 -0.03047101 0.52013109 -0.16882049
1 16 0.28145782 0.074479345423 0.00393343 0.08559400 -0.14427755 0.02060358 -0.14604303 0.03468969 0.16768933
1 17 0.28506865 0.074479345423 0.00403500 -0.11185319 0.02463898 -0.06839308 -0.11604192 -0.20789448 -0.08235573
1 18 0.00119148 0.076465874905 0.00000007 -0.00000537 0.00013934 -0.00014937 0.00032850 0.00083653 0.00075510
1 19 0.00267733 0.076465874905 0.00000037 -0.00040976 -0.00001618 -0.00050741 -0.00001088 0.00025721 -0.00258383
