5320	-1.02875  	 (-0.00000  )
5670	-0.00990  	 (-0.00000  )
350	-1.35869  	 (-0.00000  )
5600	-1.01077  	 (-0.00000  )
5740	-0.48245  	 (-0.00000  )
6440	-0.67275  	 (-0.00000  )
1260	-0.38229  	 (-0.00000  )
0	-3.06882  	 (0.00000   )
3080	-0.13503  	 (0.00000   )
1680	0.36591   	 (0.00000   )
6510	0.31567   	 (0.00000   )
5810	-0.64378  	 (-0.00000  )
3640	-1.04282  	 (0.00000   )
6720	-0.93834  	 (-0.00000  )
3710	-2.87524  	 (-0.00000  )
3150	-2.00478  	 (-0.00000  )
1330	-0.37076  	 (0.00000   )
1750	-1.64225  	 (0.00000   )
6790	-0.32241  	 (-0.00000  )
6370	-0.70986  	 (0.00000   )
7630	-4.41775  	 (-0.00000  )
7560	0.70192   	 (-0.00000  )
70	-1.52646  	 (0.00000   )
770	0.04874   	 (0.00000   )
700	-0.28617  	 (-0.00000  )
6300	-0.47259  	 (-0.00000  )
2730	0.72824   	 (0.00000   )
3780	-1.13732  	 (0.00000   )
2660	-0.10858  	 (0.00000   )
4130	-0.37796  	 (0.00000   )
4620	-2.04273  	 (-0.00000  )
3850	-0.44367  	 (-0.00000  )
4410	-0.22471  	 (0.00000   )
4060	-0.19067  	 (0.00000   )
4340	-0.52320  	 (-0.00000  )
7700	0.39177   	 (-0.00000  )
8330	1.80290   	 (0.00000   )
1050	-1.25220  	 (0.00000   )
2030	-1.19042  	 (0.00000   )
4690	1.45739   	 (-0.00000  )
7770	1.08701   	 (0.00000   )
8260	1.66167   	 (-0.00000  )
1960	-0.11452  	 (-0.00000  )
7350	-0.54130  	 (0.00000   )
980	-1.53988  	 (-0.00000  )
7280	-0.06934  	 (0.00000   )
2380	-0.67971  	 (0.00000   )
7980	-1.05706  	 (-0.00000  )
2450	-1.57624  	 (-0.00000  )
8680	0.38221   	 (0.00000   )
8050	0.65954   	 (-0.00000  )
8750	1.59867   	 (0.00000   )
1890	-0.52764  	 (0.00000   )
6020	-0.00414  	 (-0.00000  )
6090	-0.12530  	 (-0.00000  )
1820	-1.26347  	 (-0.00000  )
1400	-0.89080  	 (-0.00000  )
1470	-1.74861  	 (0.00000   )
4900	-1.46699  	 (0.00000   )
560	-2.05064  	 (-0.00000  )
4970	-0.19629  	 (-0.00000  )
630	-0.37683  	 (0.00000   )
3920	-0.02045  	 (0.00000   )
3990	0.30567   	 (-0.00000  )
490	-1.04528  	 (0.00000   )
420	-0.55637  	 (-0.00000  )
140	-1.16093  	 (0.00000   )
210	-0.44600  	 (-0.00000  )
8400	-0.91489  	 (-0.00000  )
8470	0.82232   	 (0.00000   )
5040	-0.61043  	 (-0.00000  )
5110	-0.16776  	 (-0.00000  )
8891	-2.80294  	 (0.00000   )
8821	-0.39387  	 (0.00000   )
2241	-0.22680  	 (-0.00000  )
2311	-1.09056  	 (-0.00000  )
7841	-1.56765  	 (0.00000   )
7911	-1.98968  	 (0.00000   )
3291	0.12985   	 (-0.00000  )
3221	0.20893   	 (-0.00000  )
1191	0.39284   	 (-0.00000  )
6651	-0.69180  	 (-0.00000  )
1121	-0.95621  	 (0.00000   )
6581	-0.22193  	 (-0.00000  )
3501	-0.67169  	 (0.00000   )
6161	-0.08215  	 (0.00000   )
5251	0.87164   	 (-0.00000  )
6861	0.95520   	 (0.00000   )
6231	0.54482   	 (0.00000   )
5181	-0.32779  	 (0.00000   )
4201	-1.51355  	 (0.00000   )
3571	-2.13259  	 (0.00000   )
1541	0.18034   	 (0.00000   )
1611	-0.82919  	 (-0.00000  )
4271	-0.45248  	 (-0.00000  )
3011	0.33540   	 (0.00000   )
7491	0.60405   	 (0.00000   )
2521	-0.10073  	 (0.00000   )
6931	-0.49572  	 (-0.00000  )
841	-1.53659  	 (0.00000   )
7421	-0.02347  	 (-0.00000  )
2941	-1.42365  	 (0.00000   )
2591	-0.88825  	 (0.00000   )
911	-0.89692  	 (-0.00000  )
7141	-0.31033  	 (-0.00000  )
7211	-1.39226  	 (-0.00000  )
4761	0.46971   	 (0.00000   )
5881	-0.37622  	 (0.00000   )
2801	-0.17996  	 (0.00000   )
4831	0.90366   	 (0.00000   )
5951	-0.31084  	 (-0.00000  )
2871	-0.60065  	 (0.00000   )
281	-1.33822  	 (0.00000   )
4551	-1.28528  	 (-0.00000  )
2171	-1.17226  	 (0.00000   )
2101	-0.17751  	 (0.00000   )
8611	0.86169   	 (-0.00000  )
351	0.90209   	 (-0.00000  )
4481	0.13956   	 (0.00000   )
8541	-0.45806  	 (0.00000   )
7001	0.19139   	 (0.00000   )
3431	-0.05052  	 (-0.00000  )
7071	-2.19123  	 (0.00000   )
3781	-1.38306  	 (-0.00000  )
3851	0.10701   	 (-0.00000  )
8121	0.23091   	 (0.00000   )
3361	-1.09326  	 (-0.00000  )
8191	1.26005   	 (-0.00000  )
5461	-1.91233  	 (0.00000   )
5741	-0.51207  	 (0.00000   )
5531	-0.26133  	 (0.00000   )
5671	0.99752   	 (0.00000   )
5391	-0.40552  	 (0.00000   )
5321	-1.01449  	 (0.00000   )
1261	-0.33794  	 (-0.00000  )
6441	0.10378   	 (0.00000   )
5601	-0.99295  	 (-0.00000  )
5811	0.25965   	 (0.00000   )
1681	-0.27326  	 (0.00000   )
1	-1.38484  	 (0.00000   )
771	-0.55110  	 (0.00000   )
701	-0.43358  	 (-0.00000  )
1331	-0.51103  	 (-0.00000  )
6511	-0.29381  	 (-0.00000  )
1751	-1.16493  	 (0.00000   )
3081	0.23965   	 (-0.00000  )
6721	0.50527   	 (-0.00000  )
3151	-1.58628  	 (-0.00000  )
2731	-0.78390  	 (-0.00000  )
71	-1.14880  	 (-0.00000  )
7701	-0.37775  	 (-0.00000  )
6791	-0.41084  	 (-0.00000  )
3641	-0.29971  	 (0.00000   )
3711	-1.09740  	 (-0.00000  )
2661	-1.99851  	 (-0.00000  )
7771	0.36740   	 (0.00000   )
1891	-0.71994  	 (-0.00000  )
6371	-0.50834  	 (0.00000   )
4411	-0.10551  	 (0.00000   )
4341	-0.83515  	 (-0.00000  )
1821	-0.44311  	 (0.00000   )
8331	2.87468   	 (-0.00000  )
7981	1.07456   	 (0.00000   )
6301	0.53570   	 (-0.00000  )
1051	-0.08174  	 (0.00000   )
6021	0.00345   	 (0.00000   )
6091	-0.18165  	 (-0.00000  )
8051	0.35947   	 (-0.00000  )
8261	1.53865   	 (-0.00000  )
2031	-0.87492  	 (-0.00000  )
4621	0.16637   	 (0.00000   )
7351	-1.16123  	 (0.00000   )
4691	1.46984   	 (-0.00000  )
2381	-0.79623  	 (0.00000   )
981	-0.68232  	 (-0.00000  )
1961	-0.76516  	 (-0.00000  )
7281	0.28976   	 (0.00000   )
2451	-1.49990  	 (-0.00000  )
4131	-1.06231  	 (0.00000   )
4061	-0.80505  	 (-0.00000  )
8681	-3.40766  	 (-0.00000  )
8751	-1.06502  	 (-0.00000  )
7631	-1.68211  	 (-0.00000  )
7561	1.24007   	 (-0.00000  )
1401	-0.79154  	 (0.00000   )
1471	-1.56421  	 (-0.00000  )
141	-1.26452  	 (-0.00000  )
211	-0.31547  	 (-0.00000  )
561	-0.29716  	 (-0.00000  )
631	-1.10677  	 (0.00000   )
4901	-1.04259  	 (0.00000   )
4971	-0.06396  	 (0.00000   )
3921	-0.76736  	 (0.00000   )
491	-1.05173  	 (0.00000   )
421	-1.38008  	 (-0.00000  )
3991	-0.30460  	 (0.00000   )
8401	1.10766   	 (-0.00000  )
8471	1.10303   	 (0.00000   )
5111	0.10611   	 (-0.00000  )
5041	-0.71693  	 (-0.00000  )
8892	-4.25390  	 (0.00000   )
8822	-1.97996  	 (-0.00000  )
3222	0.40649   	 (0.00000   )
3292	0.08424   	 (-0.00000  )
7842	-1.00200  	 (0.00000   )
7912	0.56468   	 (0.00000   )
2242	-0.22155  	 (0.00000   )
2312	0.12851   	 (-0.00000  )
1192	0.59593   	 (-0.00000  )
6652	0.18056   	 (0.00000   )
1122	-1.17018  	 (0.00000   )
6582	-0.60973  	 (-0.00000  )
6162	1.38730   	 (0.00000   )
6232	0.51206   	 (-0.00000  )
6862	0.44100   	 (0.00000   )
1542	0.71791   	 (0.00000   )
1612	-0.70908  	 (-0.00000  )
6932	0.70350   	 (0.00000   )
842	-0.51074  	 (-0.00000  )
4202	0.01941   	 (0.00000   )
3502	0.12438   	 (-0.00000  )
912	-1.62582  	 (-0.00000  )
4272	-1.25495  	 (-0.00000  )
2522	-0.55088  	 (0.00000   )
5252	-0.20625  	 (-0.00000  )
3012	-1.11655  	 (0.00000   )
3572	-0.48247  	 (-0.00000  )
2592	-0.77564  	 (0.00000   )
5182	0.11751   	 (-0.00000  )
5882	-0.57422  	 (0.00000   )
2942	-1.74031  	 (0.00000   )
7492	-1.40227  	 (0.00000   )
5952	-0.78721  	 (-0.00000  )
7422	0.24635   	 (0.00000   )
7142	-0.64906  	 (0.00000   )
7212	-0.52226  	 (-0.00000  )
282	-1.43689  	 (0.00000   )
8612	0.47668   	 (-0.00000  )
352	-1.12026  	 (0.00000   )
8542	-1.32141  	 (0.00000   )
4762	-1.14963  	 (0.00000   )
4832	0.57739   	 (-0.00000  )
3782	-0.51187  	 (0.00000   )
2802	-0.43293  	 (0.00000   )
3852	-1.15678  	 (-0.00000  )
2872	-0.14397  	 (-0.00000  )
4552	-0.97430  	 (0.00000   )
4482	0.68564   	 (0.00000   )
3432	-0.28425  	 (0.00000   )
2172	-0.99917  	 (0.00000   )
772	-0.17508  	 (-0.00000  )
702	-0.55344  	 (-0.00000  )
2102	-0.47763  	 (0.00000   )
7002	0.59396   	 (-0.00000  )
3362	-0.82128  	 (-0.00000  )
7072	0.44604   	 (0.00000   )
5742	-0.49531  	 (0.00000   )
5672	-0.05296  	 (0.00000   )
8122	0.34191   	 (-0.00000  )
5602	-0.07666  	 (0.00000   )
5812	-0.34028  	 (-0.00000  )
5462	-1.20706  	 (0.00000   )
8192	1.00958   	 (0.00000   )
1682	-0.57088  	 (-0.00000  )
1262	-0.13237  	 (0.00000   )
5532	1.10349   	 (-0.00000  )
6442	-1.58249  	 (-0.00000  )
5392	-3.14710  	 (0.00000   )
5322	-0.58834  	 (-0.00000  )
1332	-0.16693  	 (0.00000   )
1892	-0.67020  	 (-0.00000  )
2	-1.27492  	 (0.00000   )
1752	-1.59826  	 (-0.00000  )
6512	-0.20355  	 (-0.00000  )
1822	-0.87615  	 (-0.00000  )
7702	-0.18779  	 (-0.00000  )
3082	-0.90980  	 (-0.00000  )
2732	-0.61860  	 (-0.00000  )
3642	-1.00357  	 (0.00000   )
72	-1.75221  	 (0.00000   )
7772	-1.03482  	 (-0.00000  )
6092	0.03174   	 (0.00000   )
6022	0.15347   	 (0.00000   )
3712	-0.38532  	 (0.00000   )
3152	-1.09610  	 (0.00000   )
2662	-0.41382  	 (0.00000   )
7982	0.01015   	 (0.00000   )
6722	0.20543   	 (0.00000   )
6792	-0.79444  	 (0.00000   )
8052	1.01226   	 (-0.00000  )
4412	0.36833   	 (-0.00000  )
4342	-0.14543  	 (0.00000   )
8332	0.51521   	 (-0.00000  )
6372	1.18514   	 (0.00000   )
2382	-0.47261  	 (-0.00000  )
1052	-0.75352  	 (-0.00000  )
4622	-0.14362  	 (0.00000   )
8262	2.89879   	 (-0.00000  )
4692	-1.44535  	 (0.00000   )
6302	0.13520   	 (-0.00000  )
2032	-0.59545  	 (0.00000   )
7352	-1.19588  	 (0.00000   )
2452	-2.01523  	 (-0.00000  )
982	-1.41047  	 (0.00000   )
1962	-1.16698  	 (-0.00000  )
7282	-1.63083  	 (0.00000   )
4062	-1.41771  	 (-0.00000  )
4132	-0.33341  	 (-0.00000  )
8682	0.23251   	 (-0.00000  )
8752	0.42352   	 (0.00000   )
142	-1.11476  	 (-0.00000  )
1402	-0.91330  	 (-0.00000  )
212	-0.51152  	 (-0.00000  )
1472	-0.59757  	 (-0.00000  )
7632	-2.33374  	 (0.00000   )
7562	1.15702   	 (-0.00000  )
562	-1.20474  	 (0.00000   )
632	-1.01035  	 (0.00000   )
4902	-0.18986  	 (-0.00000  )
4972	-1.00369  	 (-0.00000  )
3922	-0.06837  	 (0.00000   )
3992	-0.11831  	 (0.00000   )
492	-0.59344  	 (-0.00000  )
422	-1.57747  	 (-0.00000  )
8402	1.19905   	 (0.00000   )
8472	1.22918   	 (0.00000   )
5042	-1.11342  	 (-0.00000  )
5112	0.27276   	 (-0.00000  )
8823	-0.55887  	 (0.00000   )
8893	-3.50832  	 (-0.00000  )
3293	-0.61986  	 (-0.00000  )
3223	-1.56752  	 (-0.00000  )
7843	-2.62399  	 (0.00000   )
7913	-2.15514  	 (-0.00000  )
2243	-0.87580  	 (-0.00000  )
2313	-1.46999  	 (-0.00000  )
1613	-1.24264  	 (-0.00000  )
1543	-0.74466  	 (-0.00000  )
843	-1.83491  	 (-0.00000  )
913	-1.55378  	 (0.00000   )
1193	-1.00394  	 (0.00000   )
4203	-0.90802  	 (-0.00000  )
1123	-0.46022  	 (0.00000   )
4273	-0.44555  	 (0.00000   )
6163	-0.74560  	 (0.00000   )
6233	-0.19768  	 (0.00000   )
3503	0.59890   	 (-0.00000  )
2523	0.26617   	 (-0.00000  )
6653	-0.31579  	 (-0.00000  )
2593	-0.32687  	 (-0.00000  )
3573	-1.61390  	 (-0.00000  )
6583	-0.47922  	 (-0.00000  )
3013	-0.73421  	 (0.00000   )
5253	-0.96236  	 (0.00000   )
5883	-0.32707  	 (0.00000   )
5183	0.29133   	 (0.00000   )
2943	-0.33804  	 (0.00000   )
3783	0.36095   	 (0.00000   )
5953	0.08871   	 (0.00000   )
283	-0.87562  	 (0.00000   )
3853	-0.46300  	 (-0.00000  )
353	0.23131   	 (-0.00000  )
7143	-1.66386  	 (-0.00000  )
7493	0.85879   	 (0.00000   )
7213	0.04624   	 (0.00000   )
4763	-0.53102  	 (-0.00000  )
7423	-0.52559  	 (0.00000   )
4833	0.45212   	 (-0.00000  )
8613	-0.76204  	 (0.00000   )
8543	-0.52658  	 (0.00000   )
3433	-0.34445  	 (-0.00000  )
773	-0.14191  	 (0.00000   )
703	-0.25462  	 (0.00000   )
6863	0.51277   	 (0.00000   )
3363	-0.16787  	 (-0.00000  )
2803	-0.15860  	 (-0.00000  )
6933	-0.04755  	 (-0.00000  )
2873	-2.17025  	 (-0.00000  )
5463	-1.77340  	 (0.00000   )
4553	-0.42199  	 (-0.00000  )
5533	-0.46770  	 (0.00000   )
4483	0.21517   	 (-0.00000  )
5673	0.16538   	 (-0.00000  )
5603	0.13724   	 (0.00000   )
2173	0.46603   	 (0.00000   )
7003	1.25735   	 (0.00000   )
2103	-0.77568  	 (0.00000   )
5743	-1.02529  	 (-0.00000  )
7073	-0.81962  	 (0.00000   )
1893	-0.91472  	 (-0.00000  )
1823	-0.99872  	 (0.00000   )
5813	0.74867   	 (-0.00000  )
6443	-1.92267  	 (0.00000   )
5393	-0.52287  	 (0.00000   )
8123	-0.64305  	 (-0.00000  )
5323	-1.15367  	 (0.00000   )
3	-1.17702  	 (0.00000   )
8193	1.92660   	 (-0.00000  )
1263	-0.45194  	 (0.00000   )
6513	0.91284   	 (0.00000   )
1333	-0.19051  	 (-0.00000  )
73	-1.50804  	 (-0.00000  )
7983	-0.78601  	 (-0.00000  )
6093	0.31458   	 (0.00000   )
6023	-0.40836  	 (0.00000   )
3083	-0.07931  	 (-0.00000  )
2733	-0.30574  	 (-0.00000  )
1683	0.12953   	 (0.00000   )
8053	-0.32645  	 (-0.00000  )
8333	1.61953   	 (-0.00000  )
3153	-3.25182  	 (-0.00000  )
7703	0.48991   	 (-0.00000  )
1753	-2.01557  	 (-0.00000  )
2663	-0.37023  	 (0.00000   )
4413	-0.58873  	 (-0.00000  )
4343	-0.80958  	 (0.00000   )
3643	0.12298   	 (0.00000   )
8263	0.66514   	 (-0.00000  )
3713	-0.69791  	 (0.00000   )
6723	-0.16873  	 (-0.00000  )
7773	0.20629   	 (0.00000   )
6793	0.62521   	 (-0.00000  )
1053	-1.43019  	 (-0.00000  )
2033	-0.77916  	 (0.00000   )
983	-1.45844  	 (-0.00000  )
7353	-1.50111  	 (-0.00000  )
1963	-0.09967  	 (0.00000   )
6373	0.74902   	 (-0.00000  )
2383	-0.32255  	 (0.00000   )
7283	0.55509   	 (0.00000   )
6303	-0.36545  	 (0.00000   )
4623	-0.59444  	 (0.00000   )
2453	-1.46709  	 (-0.00000  )
4693	-0.30101  	 (-0.00000  )
8683	0.52163   	 (-0.00000  )
8753	1.21652   	 (-0.00000  )
4063	-0.23451  	 (-0.00000  )
4133	0.43509   	 (0.00000   )
143	-1.26470  	 (-0.00000  )
1403	-0.87092  	 (0.00000   )
213	0.04428   	 (-0.00000  )
1473	-0.20758  	 (-0.00000  )
7633	0.67996   	 (-0.00000  )
7563	0.66869   	 (-0.00000  )
563	-0.96737  	 (0.00000   )
633	-1.59156  	 (0.00000   )
4903	-0.02928  	 (-0.00000  )
4973	-0.28782  	 (0.00000   )
3923	-0.33918  	 (-0.00000  )
3993	-1.71192  	 (0.00000   )
493	-0.69329  	 (0.00000   )
423	-2.53022  	 (-0.00000  )
8403	-1.25491  	 (-0.00000  )
8473	1.25733   	 (-0.00000  )
8894	-2.08835  	 (0.00000   )
8824	-0.13148  	 (0.00000   )
5043	-0.00693  	 (-0.00000  )
5113	-0.85779  	 (0.00000   )
3224	-1.95536  	 (-0.00000  )
3294	0.23687   	 (-0.00000  )
7844	-1.74482  	 (0.00000   )
7914	0.41440   	 (0.00000   )
1614	-0.49456  	 (-0.00000  )
1544	-1.37447  	 (0.00000   )
4204	-0.81639  	 (0.00000   )
4274	-0.28101  	 (-0.00000  )
2244	-1.12746  	 (-0.00000  )
2314	-0.65177  	 (0.00000   )
844	-3.01958  	 (-0.00000  )
914	-1.14413  	 (0.00000   )
1194	-1.56622  	 (-0.00000  )
6164	-0.27853  	 (-0.00000  )
6234	-1.37527  	 (0.00000   )
1124	-0.63433  	 (0.00000   )
2524	-0.67929  	 (-0.00000  )
3504	-1.36931  	 (-0.00000  )
2594	-0.73550  	 (0.00000   )
3574	1.34393   	 (0.00000   )
3784	-0.35722  	 (0.00000   )
5254	-0.28548  	 (-0.00000  )
3854	-0.03538  	 (-0.00000  )
5884	-0.73965  	 (-0.00000  )
3014	0.34341   	 (-0.00000  )
6654	0.07949   	 (0.00000   )
284	-1.55998  	 (0.00000   )
5184	-0.06478  	 (-0.00000  )
5954	0.06441   	 (-0.00000  )
2944	-1.14729  	 (-0.00000  )
7144	-0.42557  	 (-0.00000  )
6584	0.00277   	 (-0.00000  )
354	0.70532   	 (-0.00000  )
7214	-0.84992  	 (0.00000   )
4764	-0.51016  	 (0.00000   )
5464	0.02907   	 (0.00000   )
5534	-0.16155  	 (0.00000   )
4834	0.34620   	 (0.00000   )
774	-0.01661  	 (0.00000   )
704	-0.30447  	 (0.00000   )
3434	-0.42747  	 (-0.00000  )
7494	0.39108   	 (0.00000   )
7424	-1.25570  	 (0.00000   )
3364	-0.92178  	 (-0.00000  )
8614	-0.18609  	 (0.00000   )
8544	-2.32946  	 (-0.00000  )
5674	-0.47712  	 (0.00000   )
5604	0.63180   	 (-0.00000  )
2804	-0.62507  	 (0.00000   )
2874	-0.46955  	 (0.00000   )
4554	-0.79368  	 (-0.00000  )
1894	-0.96311  	 (-0.00000  )
4484	-0.90162  	 (0.00000   )
1824	-0.84334  	 (-0.00000  )
7004	0.66131   	 (-0.00000  )
2174	-1.92326  	 (0.00000   )
2104	-0.88684  	 (-0.00000  )
5744	-0.99606  	 (-0.00000  )
7074	-1.98838  	 (0.00000   )
5814	0.24730   	 (-0.00000  )
6864	-0.23960  	 (-0.00000  )
5394	-0.72560  	 (0.00000   )
6444	-0.76216  	 (0.00000   )
4	-2.60384  	 (-0.00000  )
8124	0.36782   	 (-0.00000  )
6934	0.01626   	 (0.00000   )
5324	-1.41586  	 (-0.00000  )
8194	1.21703   	 (-0.00000  )
6514	0.11072   	 (-0.00000  )
1264	-0.04011  	 (-0.00000  )
1334	-1.48983  	 (-0.00000  )
74	-2.35769  	 (0.00000   )
8334	0.87400   	 (0.00000   )
6094	0.16754   	 (-0.00000  )
3084	-1.00780  	 (-0.00000  )
7984	0.74436   	 (0.00000   )
6024	0.44410   	 (0.00000   )
2734	-0.38334  	 (-0.00000  )
8054	-0.18073  	 (-0.00000  )
8264	-0.05083  	 (0.00000   )
3154	0.42129   	 (0.00000   )
2664	-1.93861  	 (0.00000   )
4414	-0.41564  	 (-0.00000  )
4344	0.24464   	 (-0.00000  )
7704	1.06888   	 (0.00000   )
1684	0.56321   	 (-0.00000  )
3644	-1.42561  	 (0.00000   )
3714	-3.15760  	 (-0.00000  )
6724	-1.46689  	 (-0.00000  )
7774	3.11153   	 (0.00000   )
1754	-0.18154  	 (0.00000   )
1054	-0.21106  	 (0.00000   )
6794	-0.80731  	 (0.00000   )
7354	0.47687   	 (-0.00000  )
2034	-0.43749  	 (-0.00000  )
984	-1.99090  	 (0.00000   )
1964	-1.18523  	 (-0.00000  )
7284	0.22141   	 (0.00000   )
2384	-1.17731  	 (-0.00000  )
4624	0.07450   	 (0.00000   )
4694	-0.77822  	 (0.00000   )
2454	-1.69783  	 (0.00000   )
6374	-0.33022  	 (0.00000   )
8684	0.50222   	 (-0.00000  )
6304	-0.63733  	 (0.00000   )
8754	0.84489   	 (0.00000   )
144	-2.22387  	 (0.00000   )
214	-0.82231  	 (-0.00000  )
1404	-0.38347  	 (-0.00000  )
4064	-0.76138  	 (-0.00000  )
4134	0.43157   	 (0.00000   )
1474	-0.57902  	 (0.00000   )
7634	0.35074   	 (-0.00000  )
7564	0.85310   	 (0.00000   )
564	-0.77481  	 (-0.00000  )
634	-0.89335  	 (0.00000   )
4904	-0.83423  	 (0.00000   )
4974	-0.93527  	 (-0.00000  )
3924	-0.24600  	 (0.00000   )
3994	-0.58852  	 (-0.00000  )
494	-0.91629  	 (0.00000   )
424	-2.25527  	 (0.00000   )
8895	-0.99955  	 (0.00000   )
8825	-2.43889  	 (0.00000   )
8404	0.32775   	 (0.00000   )
8474	0.75290   	 (0.00000   )
3295	-0.04485  	 (-0.00000  )
3225	-1.16066  	 (-0.00000  )
4205	-1.24860  	 (-0.00000  )
4275	-0.05947  	 (-0.00000  )
1615	-0.49900  	 (-0.00000  )
1545	-1.35790  	 (0.00000   )
7845	-1.70124  	 (-0.00000  )
7915	-0.21701  	 (0.00000   )
2245	-0.81408  	 (-0.00000  )
2315	-0.66231  	 (0.00000   )
845	-3.10998  	 (-0.00000  )
915	0.62754   	 (-0.00000  )
6165	-0.11694  	 (0.00000   )
1195	-0.55421  	 (-0.00000  )
6235	0.06171   	 (-0.00000  )
5044	-0.46697  	 (-0.00000  )
1125	-0.30217  	 (-0.00000  )
5114	0.48405   	 (0.00000   )
2525	0.17603   	 (0.00000   )
3505	-1.04527  	 (-0.00000  )
2595	0.12917   	 (-0.00000  )
3575	-1.41962  	 (-0.00000  )
3785	-0.62263  	 (0.00000   )
5255	1.12946   	 (-0.00000  )
3855	-0.66190  	 (-0.00000  )
3015	-0.04036  	 (0.00000   )
5185	0.37119   	 (-0.00000  )
285	-0.68804  	 (-0.00000  )
2945	-0.54037  	 (0.00000   )
5885	-0.73416  	 (-0.00000  )
355	-1.10686  	 (0.00000   )
5955	0.13000   	 (0.00000   )
3435	-1.05949  	 (-0.00000  )
6655	0.02152   	 (0.00000   )
7145	-1.58847  	 (0.00000   )
3365	-1.31197  	 (-0.00000  )
7215	-0.34194  	 (0.00000   )
6585	-0.75774  	 (-0.00000  )
7495	-0.20277  	 (0.00000   )
8615	0.22992   	 (-0.00000  )
5465	-0.52569  	 (0.00000   )
8545	-2.25066  	 (-0.00000  )
7425	0.51206   	 (0.00000   )
5535	-0.74631  	 (0.00000   )
5675	0.42397   	 (-0.00000  )
4765	-1.53169  	 (-0.00000  )
5605	-1.33530  	 (-0.00000  )
4835	0.95743   	 (-0.00000  )
775	-0.69822  	 (0.00000   )
705	-1.55170  	 (-0.00000  )
4555	0.62014   	 (0.00000   )
2805	-0.86422  	 (-0.00000  )
4485	-0.30911  	 (-0.00000  )
2875	-1.66070  	 (-0.00000  )
6445	-0.16270  	 (0.00000   )
6515	0.09480   	 (-0.00000  )
1895	-0.77664  	 (-0.00000  )
8125	0.17779   	 (-0.00000  )
1825	-0.36329  	 (-0.00000  )
8195	1.31150   	 (0.00000   )
5	-2.48430  	 (0.00000   )
7005	1.26875   	 (0.00000   )
5395	-0.93706  	 (0.00000   )
5325	-0.93283  	 (0.00000   )
5745	-0.86753  	 (-0.00000  )
2175	-0.75957  	 (0.00000   )
7075	-0.99215  	 (-0.00000  )
2105	-0.83478  	 (0.00000   )
75	-2.31465  	 (0.00000   )
5815	-0.34205  	 (-0.00000  )
1265	0.23142   	 (0.00000   )
8335	1.12542   	 (0.00000   )
1335	-1.78571  	 (-0.00000  )
3085	-0.58982  	 (-0.00000  )
8265	2.09954   	 (-0.00000  )
7985	-1.06836  	 (0.00000   )
3155	-0.22907  	 (0.00000   )
8055	0.43433   	 (-0.00000  )
6865	-0.10201  	 (-0.00000  )
6935	-0.64865  	 (0.00000   )
4345	-1.00859  	 (-0.00000  )
4415	0.13143   	 (0.00000   )
1685	0.54007   	 (-0.00000  )
1755	-1.16746  	 (-0.00000  )
7355	0.66027   	 (-0.00000  )
7285	-0.43398  	 (0.00000   )
6725	-0.46928  	 (-0.00000  )
2035	-0.76959  	 (0.00000   )
2735	-1.10744  	 (-0.00000  )
1055	-0.39840  	 (-0.00000  )
1965	-0.54116  	 (0.00000   )
6795	-0.36669  	 (0.00000   )
