#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.065543931961  0.065543931961  0.004752757503  -0.000007688797   0.070289000667  -0.129119962587
1  0.065739883897  0.065739883897  0.004637957620  -0.000186254547   0.070191586970  -0.121137072989
2  0.065789800561  0.065789800561  0.004605006117  -0.000229902007   0.070164904671  -0.119052707972
3  0.065812092748  0.065812092748  0.004593713391  -0.000248910252   0.070156895888  -0.118228176150
4  0.067203186788  0.067203186788  0.004897927851  -0.000011212706   0.072089901933  -0.132974360510
5  0.067292427068  0.067292427068  0.004856811682  -0.000028089657   0.072121149093  -0.131396286490
6  0.067330722821  0.067330722821  0.004831993788  -0.000074612108   0.072088104500  -0.129455015842
7  0.067413477131  0.067413477131  0.004806772725  -0.000144517844   0.072075732012  -0.126866482462
8  0.067486121017  0.067486121017  0.004774011673  -0.000243055276   0.072017077414  -0.123293666892
9  0.067488074244  0.067488074244  0.004782543677  -0.000144540151   0.072126077770  -0.126206569141
10  0.067759348656  0.067759348656  0.004576363422  -0.000438572120   0.071897139958  -0.112595094229
11  0.067829975367  0.067829975367  0.004889413324  -0.000010937814   0.072708450876  -0.132750148474
12  0.067927073897  0.067927073897  0.004511477204  -0.000546946724   0.071891604377  -0.107880424708
13  0.067981321342  0.067981321342  0.004803671866  -0.000171111254   0.072613881953  -0.126058459823
14  0.068025794063  0.068025794063  0.004773793135  -0.000215777170   0.072583810028  -0.124029995615
15  0.068610493746  0.068610493746  0.004338241508  -0.000644237815   0.072304497439  -0.100519012097
16  0.068838063969  0.068838063969  0.002871936951  -0.000000327401   0.071709673519  -0.078140516120
17  0.068842134726  0.068842134726  0.002876381269  -0.000002061083   0.071716454912  -0.078214276317
18  0.068853231486  0.068853231486  0.002875490764  -0.000001867034   0.071726855216  -0.078195324763
19  0.068863859093  0.068863859093  0.002908063696  -0.000020337028   0.071751585762  -0.078579085456
20  0.068922776305  0.068922776305  0.002870997492  -0.000002171325   0.071791602472  -0.078064776361
21  0.068930791123  0.068930791123  0.002898595357  -0.000015033159   0.071814353320  -0.078465764379
22  0.068931660718  0.068931660718  0.004983244273  -0.000010471524   0.073904433467  -0.135316108374
23  0.068934991712  0.068934991712  0.002872371315  -0.000000771982   0.071806591045  -0.078140238090
24  0.068939678725  0.068939678725  0.002874796266  -0.000002505168   0.071811969823  -0.078159061978
25  0.069083769291  0.069083769291  0.004941025849  -0.000137054315   0.073887740826  -0.130722791013
26  0.069252156089  0.069252156089  0.004865479585  -0.000226896479   0.073890739196  -0.126222340340
27  0.069297231941  0.069297231941  0.004866314863  -0.000286579127   0.073876967677  -0.124621021017
28  0.069395407148  0.069395407148  0.004825603699  -0.000014700713   0.074206310133  -0.130911405505
29  0.069511295406  0.069511295406  0.002900319418  -0.000000420022   0.072411194802  -0.078910322428
30  0.069513702216  0.069513702216  0.002904983047  -0.000004719983   0.072413965281  -0.078920218356
