2240
  I -41.594  35.65200000000001 -41.59399999999951
  I -47.536  41.59400000000001 -41.59399999999951
  I -41.594  29.71000000000001 -47.53599999999951
  I -47.536  29.71000000000001 -41.59399999999951
  I -41.594  35.65200000000001 -17.82599999999951
  I -47.536  41.59400000000001 -17.82599999999951
  I -47.536  29.71000000000001 -29.70999999999951
  I -41.594  35.65200000000001 -29.70999999999951
  I -47.536  41.59400000000001 -29.70999999999951
  I -41.594  41.59400000000001 -35.65199999999951
  I -41.594  29.71000000000001 -23.76799999999951
  I -47.536  29.71000000000001 -17.82599999999951
  I -41.594  35.65200000000001  5.942000000000498
  I -47.536  41.59400000000001  5.942000000000498
  I -47.536  29.71000000000001 -5.941999999999503
  I -41.594  35.65200000000001 -5.941999999999503
  I -47.536  41.59400000000001 -5.941999999999503
  I -41.594  41.59400000000001 -11.88399999999951
  I -41.594  29.71000000000001  4.973799150320701e-13
  I -47.536  29.71000000000001  5.942000000000498
  I -41.594  35.65200000000001  29.71000000000051
  I -47.536  41.59400000000001  29.71000000000051
  I -47.536  29.71000000000001  17.8260000000005
  I -41.594  35.65200000000001  17.8260000000005
  I -47.536  41.59400000000001  17.8260000000005
  I -41.594  41.59400000000001  11.8840000000005
  I -41.594  29.71000000000001  23.7680000000005
  I -47.536  29.71000000000001  29.71000000000051
  I -47.536  29.71000000000001  41.59400000000051
  I -41.594  35.65200000000001  41.59400000000051
  I -47.536  41.59400000000001  41.59400000000051
  I -41.594  41.59400000000001  35.65200000000051
  I -41.594  29.71000000000001  47.53600000000051
  I -29.71  47.53600000000001 -41.59399999999951
  I -29.71  41.59400000000001 -47.53599999999951
  I -41.594  41.59400000000001 -47.53599999999951
 Pb -41.594  41.59400000000001 -41.59399999999951
 Pb -41.594  41.59400000000001 -29.70999999999951
  I -41.594  47.53600000000001 -41.59399999999951
  I -35.652  41.59400000000001 -41.59399999999951
  I -29.71  47.53600000000001 -17.82599999999951
  I -41.594  47.53600000000001 -29.70999999999951
  I -35.652  41.59400000000001 -29.70999999999951
  I -29.71  47.53600000000001 -29.70999999999951
  I -29.71  41.59400000000001 -23.76799999999951
  I -41.594  41.59400000000001 -23.76799999999951
 Pb -41.594  41.59400000000001 -17.82599999999951
 Pb -41.594  41.59400000000001 -5.941999999999503
  I -41.594  47.53600000000001 -17.82599999999951
  I -35.652  41.59400000000001 -17.82599999999951
  I -29.71  47.53600000000001  5.942000000000498
  I -41.594  47.53600000000001 -5.941999999999503
  I -35.652  41.59400000000001 -5.941999999999503
  I -29.71  47.53600000000001 -5.941999999999503
  I -29.71  41.59400000000001  4.973799150320701e-13
  I -41.594  41.59400000000001  4.973799150320701e-13
 Pb -41.594  41.59400000000001  5.942000000000498
 Pb -41.594  41.59400000000001  17.8260000000005
  I -41.594  47.53600000000001  5.942000000000498
  I -35.652  41.59400000000001  5.942000000000498
  I -29.71  47.53600000000001  29.71000000000051
  I -41.594  47.53600000000001  17.8260000000005
  I -35.652  41.59400000000001  17.8260000000005
  I -29.71  47.53600000000001  17.8260000000005
  I -29.71  41.59400000000001  23.7680000000005
  I -41.594  41.59400000000001  23.7680000000005
 Pb -41.594  41.59400000000001  29.71000000000051
 Pb -41.594  41.59400000000001  41.59400000000051
  I -41.594  47.53600000000001  29.71000000000051
  I -35.652  41.59400000000001  29.71000000000051
  I -41.594  47.53600000000001  41.59400000000051
  I -35.652  41.59400000000001  41.59400000000051
  I -29.71  47.53600000000001  41.59400000000051
  I -29.71  41.59400000000001  47.53600000000051
  I -41.594  41.59400000000001  47.53600000000051
  I -41.594  11.88400000000001 -41.59399999999951
  I -47.536  17.82600000000001 -41.59399999999951
  I -41.594  5.942000000000007 -47.53599999999951
  I -47.536  5.942000000000007 -41.59399999999951
  I -41.594  11.88400000000001 -17.82599999999951
  I -47.536  17.82600000000001 -17.82599999999951
  I -47.536  5.942000000000007 -29.70999999999951
  I -41.594  11.88400000000001 -29.70999999999951
  I -47.536  17.82600000000001 -29.70999999999951
  I -41.594  17.82600000000001 -35.65199999999951
  I -41.594  5.942000000000007 -23.76799999999951
  I -47.536  5.942000000000007 -17.82599999999951
  I -41.594  11.88400000000001  5.942000000000498
  I -47.536  17.82600000000001  5.942000000000498
  I -47.536  5.942000000000007 -5.941999999999503
  I -41.594  11.88400000000001 -5.941999999999503
  I -47.536  17.82600000000001 -5.941999999999503
  I -41.594  17.82600000000001 -11.88399999999951
  I -41.594  5.942000000000007  4.973799150320701e-13
  I -47.536  5.942000000000007  5.942000000000498
  I -41.594  11.88400000000001  29.71000000000051
  I -47.536  17.82600000000001  29.71000000000051
  I -47.536  5.942000000000007  17.8260000000005
  I -41.594  11.88400000000001  17.8260000000005
  I -47.536  17.82600000000001  17.8260000000005
  I -41.594  17.82600000000001  11.8840000000005
  I -41.594  5.942000000000007  23.7680000000005
  I -47.536  5.942000000000007  29.71000000000051
  I -47.536  5.942000000000007  41.59400000000051
  I -41.594  11.88400000000001  41.59400000000051
  I -47.536  17.82600000000001  41.59400000000051
  I -41.594  17.82600000000001  35.65200000000051
  I -41.594  5.942000000000007  47.53600000000051
  I -29.71  23.76800000000001 -41.59399999999951
  I -35.652  29.71000000000001 -41.59399999999951
  I -29.71  17.82600000000001 -47.53599999999951
  I -41.594  17.82600000000001 -47.53599999999951
 Pb -41.594  17.82600000000001 -41.59399999999951
