#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.064221307737  0.064221307737  0.005118731541  -0.000010446871   0.069329592406  -0.139003577465
1  0.064468780135  0.064468780135  0.004890027911  -0.000222114663   0.069136693382  -0.127020454550
2  0.064489938779  0.064489938779  0.004867527559  -0.000235971399   0.069121494939  -0.126031127310
3  0.064608970287  0.064608970287  0.004722271732  -0.000315508100   0.069015733919  -0.119914207902
4  0.065351614569  0.065351614569  0.005520206177  -0.000012676315   0.070859144431  -0.149867598073
5  0.065599025480  0.065599025480  0.005350191437  -0.000149561964   0.070799654953  -0.141516408825
6  0.065662406392  0.065662406392  0.005282812619  -0.000250775335   0.070694443676  -0.136928779358
7  0.065818322150  0.065818322150  0.005433465688  -0.000024901944   0.071226885894  -0.147174591460
8  0.065863181489  0.065863181489  0.005186216238  -0.000362033531   0.070687364197  -0.131272765323
9  0.066066143238  0.066066143238  0.005247934234  -0.000203236683   0.071110840789  -0.137273282939
10  0.066362882335  0.066362882335  0.004924242491  -0.000426768224   0.070860356602  -0.122382571267
11  0.066502555248  0.066502555248  0.004758104349  -0.000556913299   0.070703746298  -0.114320290138
12  0.066577860418  0.066577860418  0.005257726379  -0.000081691188   0.071753895610  -0.140847164009
13  0.066760502785  0.066760502785  0.005133614162  -0.000205957323   0.071688159625  -0.134088441311
14  0.066802675837  0.066802675837  0.005124413524  -0.000251261312   0.071675828049  -0.132605294116
15  0.066933985926  0.066933985926  0.005750754457  -0.000014248429   0.072670491954  -0.156098360131
16  0.067218282271  0.067218282271  0.005624341149  -0.000239373578   0.072603249841  -0.146532506547
17  0.067286447470  0.067286447470  0.005502217407  -0.000255806676   0.072532858201  -0.142762180963
18  0.067422938179  0.067422938179  0.002918439160  -0.000000666900   0.070340710439  -0.079396668079
19  0.067436798572  0.067436798572  0.002946255574  -0.000018772748   0.070364281398  -0.079660906189
20  0.067438909009  0.067438909009  0.002951043693  -0.000015486412   0.070374466290  -0.079880623393
21  0.067451428011  0.067451428011  0.003893279138  -0.000372128638   0.070972578511  -0.095815434718
22  0.067458620209  0.067458620209  0.003485222821  -0.000284218567   0.070659624463  -0.087103807158
23  0.067623947915  0.067623947915  0.005259489807  -0.000528205185   0.072355232537  -0.128744878363
24  0.067654148235  0.067654148235  0.005463633811  -0.000018532718   0.073099249328  -0.148168823887
25  0.067698119651  0.067698119651  0.002982876822  -0.000000793762   0.070680202710  -0.081146654979
26  0.067701179458  0.067701179458  0.002913596528  -0.000002201485   0.070612574501  -0.079223135089
27  0.067705543774  0.067705543774  0.002936620279  -0.000010648943   0.070631515110  -0.079619776409
28  0.067722585413  0.067722585413  0.002985878389  -0.000049596395   0.070658867408  -0.079900343867
29  0.067749364561  0.067749364561  0.005387215249  -0.000045250799   0.073091329010  -0.145362331420
30  0.067830177468  0.067830177468  0.005652247342  -0.000033885204   0.073448539606  -0.152883499479
31  0.067838162255  0.067838162255  0.005425131192  -0.000102972886   0.073160320561  -0.144823378529
32  0.067888907259  0.067888907259  0.005304306729  -0.000193309183   0.072999904805  -0.139077398621
33  0.068082515968  0.068082515968  0.005356823428  -0.000255133194   0.073184206203  -0.138824133645
34  0.068104415572  0.068104415572  0.005199793961  -0.000316500358   0.072987709174  -0.132881255528
35  0.068108685982  0.068108685982  0.005453761331  -0.000183679713   0.073378767599  -0.143406298917
36  0.068118312430  0.068118312430  0.005314956788  -0.000226469475   0.073206799742  -0.138464863647
37  0.068253587736  0.068253587736  0.004973211370  -0.000317928400   0.072908870706  -0.126676767015
38  0.068262782590  0.068262782590  0.005083017707  -0.000310849237   0.073034951060  -0.129857385120
39  0.068284077966  0.068284077966  0.004770672929  -0.000283585086   0.072771165808  -0.122099942115
40  0.068296674134  0.068296674134  0.002906502182  -0.000002732082   0.071200444234  -0.079015649696
41  0.068299336743  0.068299336743  0.002914523833  -0.000006118852   0.071207741725  -0.079141771321
42  0.068304045989  0.068304045989  0.003267609531  -0.000029011088   0.071542644432  -0.088126797658
43  0.068304846207  0.068304846207  0.003233928382  -0.000051085082   0.071487689507  -0.086609622172
44  0.068551155269  0.068551155269  0.004944514489  -0.000483842281   0.073011827477  -0.121381135722
45  0.068640309438  0.068640309438  0.005136383266  -0.000436685890   0.073340006814  -0.127885345180
46  0.068689889455  0.068689889455  0.004925803033  -0.000387751388   0.073227941101  -0.123486738546
47  0.068807705252  0.068807705252  0.004927951324  -0.000370509277   0.073365147299  -0.124014378531
48  0.068842123881  0.068842123881  0.003711873673  -0.000024658293   0.072529339261  -0.100334292585
49  0.068974206561  0.068974206561  0.003778908417  -0.000181615736   0.072571499242  -0.097887370058
50  0.069015469963  0.069015469963  0.003543119333  -0.000176999680   0.072381589617  -0.091596828331
51  0.069061808402  0.069061808402  0.005634622287  -0.000015345970   0.074681084719  -0.152908375568
52  0.069108042180  0.069108042180  0.003713124159  -0.000294553604   0.072526612735  -0.093024090806
53  0.069185469131  0.069185469131  0.003129783586  -0.000001080207   0.072314172510  -0.085136399118
54  0.069188226468  0.069188226468  0.003103373437  -0.000009163326   0.072282436580  -0.084197789036
55  0.069189455448  0.069189455448  0.003156261393  -0.000013912396   0.072331804445  -0.085507715506
56  0.069196029161  0.069196029161  0.003151682882  -0.000043654369   0.072304057674  -0.084573807088
57  0.069302036512  0.069302036512  0.005435156591  -0.000135377485   0.074601815619  -0.144214409171
58  0.069308890858  0.069308890858  0.004734153170  -0.000053771509   0.073989272519  -0.127359737536
59  0.069389676143  0.069389676143  0.005612160072  -0.000238898789   0.074762937426  -0.146213962075
60  0.069409630186  0.069409630186  0.005066447975  -0.000058512628   0.074417565534  -0.136272931911
61  0.069413658279  0.069413658279  0.003970865942  -0.000064972266   0.073319551955  -0.106284835180
62  0.069426222996  0.069426222996  0.003892239003  -0.000006863031   0.073311598967  -0.105726519710
63  0.069433911837  0.069433911837  0.003447158356  -0.000093844877   0.072787225317  -0.091248354415
64  0.069478046761  0.069478046761  0.004114519396  -0.000184861138   0.073407705019  -0.106931502718
65  0.069504441915  0.069504441915  0.005670049394  -0.000098276343   0.075076214966  -0.151615745199
66  0.069563062573  0.069563062573  0.005741707159  -0.000167934511   0.075136835221  -0.151670157049
67  0.069571963323  0.069571963323  0.004292981981  -0.000177219441   0.073687725863  -0.111995660768
68  0.069615748754  0.069615748754  0.004714693355  -0.000260146566   0.074070295543  -0.121214454495
69  0.069625610895  0.069625610895  0.002934525006  -0.000002302022   0.072557833879  -0.079789892504
70  0.069630614016  0.069630614016  0.002939202231  -0.000004139801   0.072565676446  -0.079867157794
71  0.069631769172  0.069631769172  0.003038980219  -0.000027207247   0.072643542143  -0.081954559029
72  0.069633678489  0.069633678489  0.003122682962  -0.000037560269   0.072718801181  -0.083950507646
73  0.069719639554  0.069719639554  0.005199812456  -0.000468264117   0.074451187893  -0.128752054477
74  0.069773177224  0.069773177224  0.003070368883  -0.000005810823   0.072837735284  -0.083390915193
75  0.069778216660  0.069778216660  0.003077431631  -0.000012793075   0.072842855216  -0.083393105596
76  0.069779318538  0.069779318538  0.003089551521  -0.000013692778   0.072855177282  -0.083698422611
77  0.069790225063  0.069790225063  0.003207342374  -0.000043197867   0.072954369569  -0.086100801835
78  0.069836752200  0.069836752200  0.005504584038  -0.000343063559   0.074998272679  -0.140452198373
79  0.069875635580  0.069875635580  0.005603140972  -0.000261498684   0.075217277868  -0.145353564955
80  0.069954603010  0.069954603010  0.004097449030  -0.000391278213   0.073660773827  -0.100850096562
81  0.070065242389  0.070065242389  0.004902897141  -0.000355529283   0.074612610247  -0.123740245736
