#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.065117899085  0.065117899085  0.004011652583  -0.000004487311   0.069125064357  -0.109040577080
1  0.065233045210  0.065233045210  0.003952486543  -0.000117869444   0.069067662309  -0.104345299747
2  0.065244411961  0.065244411961  0.003944576344  -0.000127564377   0.069061423928  -0.103866239449
3  0.065322546882  0.065322546882  0.003894757906  -0.000198965715   0.069018339073  -0.100567679620
4  0.065999112407  0.065999112407  0.004194029760  -0.000008385886   0.070184756280  -0.113897229699
5  0.066100960568  0.066100960568  0.004153379553  -0.000074388264   0.070179951857  -0.110995063583
6  0.066138226794  0.066138226794  0.004147962952  -0.000123236186   0.070162953561  -0.109518449942
7  0.066288570588  0.066288570588  0.004078992202  -0.000212825507   0.070154737283  -0.105203808410
8  0.066303473986  0.066303473986  0.004071417653  -0.000039826309   0.070335065330  -0.109705244690
9  0.066413721567  0.066413721567  0.004046624135  -0.000125712616   0.070334633086  -0.106693491699
10  0.066606615021  0.066606615021  0.003949659542  -0.000333335983   0.070222938580  -0.098405226880
11  0.066619738199  0.066619738199  0.003929635539  -0.000371387688   0.070177986050  -0.096824905571
12  0.067198680991  0.067198680991  0.003883368699  -0.000010401250   0.071071648440  -0.105388866453
13  0.067273025453  0.067273025453  0.003841344404  -0.000088597166   0.071025772691  -0.102117506186
14  0.067286455471  0.067286455471  0.003854726865  -0.000105285459   0.071035896877  -0.102027549886
15  0.067304563584  0.067304563584  0.004123098442  -0.000005945002   0.071421717024  -0.112033509124
16  0.067429235289  0.067429235289  0.004118289471  -0.000121968807   0.071425555953  -0.108745480117
17  0.067527307069  0.067527307069  0.004065101300  -0.000206224342   0.071386184027  -0.105005444463
18  0.067595758510  0.067595758510  0.002497831991  -0.000002501381   0.070091089120  -0.067901439371
19  0.067603935204  0.067603935204  0.002509754675  -0.000009230260   0.070104459618  -0.068042770052
20  0.067606568704  0.067606568704  0.002532812883  -0.000014876221   0.070124505366  -0.068516581675
21  0.067607965851  0.067607965851  0.004080877572  -0.000292970479   0.071395872943  -0.103074255068
22  0.067613689914  0.067613689914  0.002640397057  -0.000070393358   0.070183693613  -0.069933398658
23  0.067647797952  0.067647797952  0.003391776342  -0.000316488106   0.070723086188  -0.083682898300
24  0.067757549683  0.067757549683  0.002458204629  -0.000000625115   0.070215129197  -0.066874179184
25  0.067761007945  0.067761007945  0.002462683962  -0.000005337943   0.070218353964  -0.066867825457
26  0.067761179874  0.067761179874  0.002463470821  -0.000002110369   0.070222540327  -0.066977063816
27  0.067787447149  0.067787447149  0.002657499552  -0.000085247889   0.070359698813  -0.069994568917
28  0.068006656826  0.068006656826  0.003624618189  -0.000018027476   0.071613247539  -0.098140382526
29  0.068013343269  0.068013343269  0.003738190373  -0.000019996665   0.071731536977  -0.101177256250
30  0.068077723561  0.068077723561  0.003582938012  -0.000072058923   0.071588602650  -0.095535935231
31  0.068126858288  0.068126858288  0.003683646565  -0.000067095498   0.071743409356  -0.098411417718
32  0.068144253827  0.068144253827  0.003582213872  -0.000129415719   0.071597051980  -0.093955471655
33  0.068189337737  0.068189337737  0.003592124854  -0.000139707600   0.071641754991  -0.093945106888
34  0.068193687296  0.068193687296  0.003625935821  -0.000153228966   0.071666394151  -0.094497215316
35  0.068243166456  0.068243166456  0.003611910148  -0.000182359984   0.071672716620  -0.093322861346
36  0.068307533498  0.068307533498  0.003739723320  -0.000057554153   0.071989702665  -0.100196978077
37  0.068316321058  0.068316321058  0.003849982916  -0.000071742864   0.072094561110  -0.102811201349
38  0.068425199917  0.068425199917  0.002469487196  -0.000000609309   0.070894077804  -0.067181623744
39  0.068425342822  0.068425342822  0.002469616780  -0.000000805110   0.070894154491  -0.067179821868
40  0.068425956130  0.068425956130  0.002468101295  -0.000000301109   0.070893756315  -0.067152297964
41  0.068426112864  0.068426112864  0.002471922017  -0.000002499854   0.070895535027  -0.067196434243
42  0.068444969394  0.068444969394  0.003835409915  -0.000144783001   0.072135596307  -0.100427125196
