1519
I -34.3367670876  41.2743877514 -36.1972944022 53
I -36.2265355498  34.8050441442 -41.2465832800 53
I -41.3774881392  36.8551651910 -34.5111340778 53
I -34.3367670876  41.2743877514 -12.6278182422 53
I -41.3774881392  36.8551651910 -24.4125563222 53
I -34.3367670876  41.2743877514 -22.7263959978 53
I -36.2265355498  34.8050441442 -17.6771071200 53
I -41.3774881392  36.8551651910 -10.9416579178 53
I -34.3367670876  41.2743877514  10.9416579178 53
I -41.3774881392  36.8551651910 -0.8430801622 53
I -34.3367670876  41.2743877514  0.8430801622 53
I -36.2265355498  34.8050441442  5.8923690400 53
I -41.3774881392  36.8551651910  12.6278182422 53
I -34.3367670876  41.2743877514  34.5111340778 53
I -41.3774881392  36.8551651910  22.7263959978 53
I -34.3367670876  41.2743877514  24.4125563222 53
I -36.2265355498  34.8050441442  29.4618452000 53
I -41.3774881392  36.8551651910  36.1972944022 53
I -33.9625716096  17.9803050495 -36.1972944022 53
I -41.0872900124  22.6897257367 -36.1972944022 53
I -35.8523400718  11.5109614423 -41.2465832800 53
I -41.0032926611  13.5610824892 -34.5111340778 53
I -33.9625716096  17.9803050495 -12.6278182422 53
I -41.0872900124  22.6897257367 -12.6278182422 53
I -41.0032926611  13.5610824892 -24.4125563222 53
I -33.9625716096  17.9803050495 -22.7263959978 53
I -41.0872900124  22.6897257367 -22.7263959978 53
I -36.0126926564  23.1312576389 -29.4618452000 53
I -35.8523400718  11.5109614423 -17.6771071200 53
I -41.0032926611  13.5610824892 -10.9416579178 53
I -33.9625716096  17.9803050495  10.9416579178 53
I -41.0872900124  22.6897257367  10.9416579178 53
I -41.0032926611  13.5610824892 -0.8430801622 53
I -33.9625716096  17.9803050495  0.8430801622 53
I -41.0872900124  22.6897257367  0.8430801622 53
I -36.0126926564  23.1312576389 -5.8923690400 53
I -35.8523400718  11.5109614423  5.8923690400 53
I -41.0032926611  13.5610824892  12.6278182422 53
I -33.9625716096  17.9803050495  34.5111340778 53
I -41.0872900124  22.6897257367  34.5111340778 53
I -41.0032926611  13.5610824892  22.7263959978 53
I -33.9625716096  17.9803050495  24.4125563222 53
I -41.0872900124  22.6897257367  24.4125563222 53
I -36.0126926564  23.1312576389  17.6771071200 53
I -35.8523400718  11.5109614423  29.4618452000 53
I -41.0032926611  13.5610824892  36.1972944022 53
I -36.0126926564  23.1312576389  41.2465832800 53
I -22.5026279977  29.4402486615 -36.1972944022 53
I -29.6273464005  34.1496693486 -36.1972944022 53
I -24.3923964599  22.9709050542 -41.2465832800 53
I -34.6179464052  24.5794941989 -41.2465832800 53
Pb -35.3153195308  23.8553759189 -35.3542142400 82
Pb -35.5024172698  35.5024172698 -35.3542142400 82
Pb -35.3153195308  23.8553759189 -23.5694761600 82
Pb -35.5024172698  35.5024172698 -23.5694761600 82
I -36.6680674520  29.7304467882 -34.5111340778 53
I -29.5433490492  25.0210261011 -34.5111340778 53
I -22.5026279977  29.4402486615 -12.6278182422 53
I -29.6273464005  34.1496693486 -12.6278182422 53
I -36.6680674520  29.7304467882 -24.4125563222 53
I -29.5433490492  25.0210261011 -24.4125563222 53
I -22.5026279977  29.4402486615 -22.7263959978 53
I -29.6273464005  34.1496693486 -22.7263959978 53
I -34.7782989898  36.1997903955 -29.4618452000 53
I -24.5527490445  34.5912012508 -29.4618452000 53
I -24.3923964599  22.9709050542 -17.6771071200 53
I -34.6179464052  24.5794941989 -17.6771071200 53
