i  a   sqrt(mu2)     Ea-Ei 	  f_osc       mu_x.re     mu_x.im     mu_y.re     mu_y.im     mu_z.re     mu_z.im
9  115  0.00002264 0.086465277660  0.00000000 -0.00001594  0.00001001  0.00000454 -0.00001150 -0.00000161 -0.00000161
9  116  0.05803654 0.086734151231  0.00019476 -0.00002866  0.02173117 -0.03599800  0.03471092  0.01788853  0.01788853
9  117  0.07094246 0.086734151231  0.00029101 -0.05464218  0.01735997  0.03635757  0.00249236  0.00978211  0.00978211
9  118  0.05340224 0.086912941966  0.00016524 -0.00801551  0.00935881 -0.03899721 -0.00091769 -0.00011397 -0.00011397
9  119  0.05123521 0.086912941966  0.00015210 -0.01112312 -0.03764824 -0.01211406 -0.01830968  0.01970431  0.01970431
9  120  0.05761026 0.086947943123  0.00019238 -0.00032382 -0.00403674  0.02823894  0.03291280 -0.02756248 -0.02756248
9  121  0.05487832 0.086947943123  0.00017457 -0.04550919 -0.01064102  0.02449609  0.00903441 -0.00072318 -0.00072318
9  122  0.11834421 0.087450408176  0.00081652  0.10013157  0.02730595 -0.05491569 -0.01087834  0.00566664  0.00566664
9  123  0.29056131 0.087450408176  0.00492205 -0.01153161  0.01592216 -0.07167658  0.05336667  0.17506713  0.17506713
9  124  0.07176166 0.087466617380  0.00030029 -0.00511970  0.05317070  0.00819957  0.04481118  0.01295301  0.01295301
9  125  0.06851215 0.087466617380  0.00027371  0.03625679 -0.03215676  0.04083842 -0.02217983 -0.01362216 -0.01362216
9  126  0.13497380 0.087574318147  0.00106362 -0.06902124  0.02532363  0.00759436 -0.02252697 -0.01792214 -0.01792214
9  127  0.10658112 0.087574318147  0.00066320  0.01918369  0.01222281  0.05934044 -0.04251513  0.02298056  0.02298056
9  128  0.16044071 0.087589364939  0.00150310  0.04126847  0.07026434  0.04110666 -0.13181765  0.00048399  0.00048399
9  129  0.17995529 0.087589364939  0.00189099 -0.15128463  0.00316622 -0.08192671 -0.05183194  0.00356412  0.00356412
9  130  0.14428446 0.088291913287  0.00122537  0.06861266  0.00787536  0.05637412  0.01383854  0.04428862  0.04428862
9  131  0.09376830 0.088291913287  0.00051754  0.02734305  0.01816235  0.02927817  0.00344320 -0.02919984 -0.02919984
9  132  0.36348173 0.088369414677  0.00778352  0.20571409 -0.17896777  0.10603712 -0.18197432  0.08314530  0.08314530
9  133  0.32349705 0.088369414677  0.00616526 -0.03657990 -0.19110370  0.13964968  0.21521596  0.03018383  0.03018383
9  134  0.00006809 0.089121894469  0.00000000  0.00002230 -0.00001103 -0.00005768  0.00001676  0.00002022  0.00002022
9  135  0.00011938 0.089121894470  0.00000000  0.00000453  0.00009116 -0.00000196  0.00005380  0.00000264  0.00000264
9  136  0.00009095 0.089239457400  0.00000000 -0.00006332 -0.00001599 -0.00001993 -0.00005157  0.00002564  0.00002564
9  137  0.00011407 0.089239457401  0.00000000 -0.00003284 -0.00006763 -0.00005405 -0.00005171  0.00002182  0.00002182
9  138  0.00014246 0.089344451937  0.00000000  0.00001188 -0.00005259 -0.00008134 -0.00000774  0.00008662  0.00008662
9  139  0.00023113 0.089344451938  0.00000000  0.00004212 -0.00016652 -0.00001398  0.00015161 -0.00002309 -0.00002309
9  140  0.00018003 0.089447414801  0.00000000 -0.00000800 -0.00002377 -0.00000481 -0.00002004 -0.00004760 -0.00004760
9  141  0.00006231 0.089447414802  0.00000000  0.00000229  0.00000558  0.00000816  0.00000055  0.00005868  0.00005868
9  142  0.00033423 0.089494211716  0.00000001 -0.00004294 -0.00000669  0.00004415 -0.00002244 -0.00001357 -0.00001357
9  143  0.00024895 0.089494211718  0.00000000  0.00000415  0.00006070  0.00001298 -0.00006015 -0.00022674 -0.00022674
9  144  0.17931012 0.089586989344  0.00192027 -0.04795243  0.03675786 -0.04083953 -0.16376865 -0.00343484 -0.00343484
9  145  0.18240356 0.089586989346  0.00198710 -0.09984263  0.13971596  0.04920818  0.03656732  0.00466527  0.00466527
9  146  0.00070306 0.089784806855  0.00000003  0.00000680  0.00008759 -0.00000921  0.00007354 -0.00007141 -0.00007141
9  147  0.00021194 0.089784806857  0.00000000  0.00000423 -0.00002751 -0.00005397  0.00002350  0.00019582  0.00019582
9  148  0.00009580 0.089796306775  0.00000000 -0.00006322  0.00003715  0.00003983 -0.00004116 -0.00000337 -0.00000337
9  149  0.00005768 0.089796306775  0.00000000  0.00001928 -0.00001173 -0.00004022 -0.00002889 -0.00000720 -0.00000720
9  150  0.00139236 0.090046952193  0.00000012 -0.00000089 -0.00004419 -0.00005297 -0.00016868  0.00023017  0.00023017
9  151  0.00231623 0.090046952199  0.00000032  0.00020925 -0.00003851  0.00014114 -0.00001616 -0.00228971 -0.00228971
9  152  0.00037341 0.090060653777  0.00000001 -0.00013928  0.00018035  0.00016170 -0.00015150 -0.00016689 -0.00016689
9  153  0.00084473 0.090060653782  0.00000004  0.00002074  0.00000152 -0.00006484  0.00002695 -0.00010941 -0.00010941
9  154  0.00023087 0.090232382228  0.00000000  0.00011246 -0.00007515  0.00017999 -0.00004843  0.00000643  0.00000643
9  155  0.00017342 0.090232382236  0.00000000 -0.00010630 -0.00008731 -0.00010442 -0.00001446 -0.00000575 -0.00000575
9  156  0.00047642 0.090844118849  0.00000001 -0.00001275 -0.00014824  0.00001994 -0.00014154  0.00001333  0.00001333
9  157  0.00022536 0.090844118882  0.00000000  0.00006532  0.00001228  0.00006758 -0.00001344  0.00020366  0.00020366
9  158  0.00010263 0.090864349588  0.00000000 -0.00006049  0.00000550  0.00007084 -0.00003336 -0.00000994 -0.00000994
9  159  0.00008223 0.090864349676  0.00000000  0.00001689 -0.00005854 -0.00001724  0.00001326 -0.00003706 -0.00003706
10  96  0.00001501 0.080953518286  0.00000000 -0.00000016  0.00000779 -0.00000146 -0.00000675 -0.00000670 -0.00000670
10  97  0.00002198 0.080953518286  0.00000000  0.00000118 -0.00001569  0.00000452  0.00001188  0.00000764  0.00000764
10  98  0.05151097 0.082657593326  0.00014621  0.03373006  0.02042871 -0.02316231  0.01811471 -0.00947140 -0.00947140
10  99  0.03548036 0.082657593326  0.00006937  0.01197423  0.00207382 -0.00173282  0.02899845  0.00797409  0.00797409
10  100  0.02809827 0.082730013189  0.00004354  0.01760674 -0.00840732  0.00825281 -0.01714098  0.00381049  0.00381049
10  101  0.02914025 0.082730013189  0.00004683  0.00035869  0.00448854  0.00416829  0.01078969  0.02591982  0.02591982
10  102  0.02305228 0.083298237168  0.00002951 -0.01515074  0.00627946 -0.01515073  0.00345428  0.00269702  0.00269702
10  103  0.02925197 0.083298237168  0.00004752  0.00624754 -0.01737277  0.01140941 -0.01888372  0.00517347  0.00517347
10  104  0.00004387 0.084436859883  0.00000000 -0.00001557 -0.00001603  0.00000922 -0.00002275  0.00000344  0.00000344
10  105  0.00002468 0.084436859883  0.00000000  0.00001232  0.00000409 -0.00001219  0.00000154 -0.00001237 -0.00001237
10  106  0.00014771 0.084994584551  0.00000000 -0.00004413  0.00007531  0.00009092 -0.00002822  0.00003369  0.00003369
10  107  0.00020632 0.084994584551  0.00000000 -0.00008986 -0.00002760 -0.00002442  0.00010372 -0.00012662 -0.00012662
10  108  0.00025124 0.085020604169  0.00000000 -0.00006261 -0.00008688 -0.00007390 -0.00006443 -0.00011571 -0.00011571
10  109  0.00006362 0.085020604169  0.00000000 -0.00001085  0.00000768 -0.00003290  0.00000842 -0.00005137 -0.00005137
10  110  0.00027798 0.085093043938  0.00000000  0.00009602  0.00002075  0.00005213 -0.00009383  0.00021784  0.00021784
10  111  0.00019949 0.085093043938  0.00000000 -0.00005152 -0.00007437 -0.00002761  0.00006178 -0.00015365 -0.00015365
10  112  0.00028978 0.085143243746  0.00000000  0.00007152 -0.00000470  0.00005555  0.00007669  0.00024079  0.00024079
10  113  0.00036341 0.085143243746  0.00000001  0.00009230  0.00005601  0.00004006  0.00007752  0.00024328  0.00024328
10  114  0.00009435 0.086437286340  0.00000000 -0.00006978  0.00000501  0.00006172  0.00001300 -0.00000168 -0.00000168
10  115  0.00006308 0.086437286340  0.00000000 -0.00002457  0.00003490  0.00002495 -0.00003910 -0.00000098 -0.00000098
10  116  0.02437237 0.086706159912  0.00003434 -0.01112499  0.00933269  0.01645340 -0.00229554  0.00713893  0.00713893
10  117  0.01612911 0.086706159912  0.00001504 -0.00116115 -0.00622416 -0.00896591  0.00273514  0.01019687  0.01019687
10  118  0.03655908 0.086884950646  0.00007742  0.02259536  0.00535169  0.02103435  0.01056924  0.01271640  0.01271640
10  119  0.03640193 0.086884950646  0.00007675  0.02102879 -0.00849702  0.02095851  0.00847482 -0.01719914 -0.01719914
10  120  0.04469647 0.086919951803  0.00011576  0.00630461  0.03075004  0.01806955 -0.00464358 -0.00250568 -0.00250568
10  121  0.05592235 0.086919951803  0.00018122 -0.02131506  0.00875126  0.02879365  0.02031606  0.02525121  0.02525121
10  122  0.06970342 0.087422416856  0.00028317  0.01674051  0.04576871  0.01514638  0.04693546 -0.00128090 -0.00128090
10  123  0.08184837 0.087422416856  0.00039044  0.03881508 -0.03738030  0.04585925 -0.04089101 -0.00044051 -0.00044051
10  124  0.26274559 0.087438626060  0.00402423 -0.02106820  0.02786761 -0.00796679 -0.01562540 -0.23113910 -0.23113910
10  125  0.17812422 0.087438626060  0.00184952  0.09940937 -0.02308853 -0.08829831 -0.05982281 -0.04291256 -0.04291256
10  126  0.22116748 0.087546326827  0.00285489 -0.12475259  0.08373294 -0.15096265 -0.05936019  0.00139476  0.00139476
10  127  0.12805559 0.087546326827  0.00095707 -0.09878513 -0.01352399  0.05138589 -0.06173882  0.00212003  0.00212003
10  128  0.12793301 0.087561373619  0.00095540  0.02010508 -0.04930329  0.00749149  0.02802054  0.06610554  0.06610554
10  129  0.10639715 0.087561373619  0.00066082 -0.00277477 -0.06024823  0.05427189  0.05061579  0.00296586  0.00296586
10  130  0.21524554 0.088263921967  0.00272622  0.06136414  0.05030900 -0.15031869 -0.06889224 -0.00001867 -0.00001867
10  131  0.41154811 0.088263921967  0.00996628 -0.13213585  0.27692350 -0.24997418 -0.10727890 -0.01870761 -0.01870761
10  132  0.14918669 0.088341423357  0.00131079  0.04228072 -0.04598092  0.00857171 -0.04374716  0.11667555  0.11667555
10  133  0.16500510 0.088341423357  0.00160350  0.04534233 -0.06309945  0.01534531 -0.10114565 -0.09931464 -0.09931464
10  134  0.00008140 0.089093903150  0.00000000  0.00003326  0.00003989  0.00003980 -0.00000979  0.00004728  0.00004728
10  135  0.00007239 0.089093903150  0.00000000 -0.00000633 -0.00005621 -0.00002732  0.00003493 -0.00000842 -0.00000842
10  136  0.00009990 0.089211466081  0.00000000  0.00001776  0.00001348 -0.00004477  0.00001988 -0.00007888 -0.00007888
10  137  0.00025578 0.089211466081  0.00000000  0.00002547  0.00007096  0.00002969 -0.00006821  0.00022264  0.00022264
10  138  0.00015036 0.089316460617  0.00000000  0.00003576  0.00005069 -0.00000378 -0.00002308  0.00013417  0.00013417
10  139  0.00029806 0.089316460618  0.00000001 -0.00005368  0.00000278 -0.00001392  0.00006188 -0.00024214 -0.00024214
10  140  0.00003575 0.089419423481  0.00000000 -0.00001228  0.00000220 -0.00000955 -0.00000676 -0.00003081 -0.00003081
10  141  0.00006035 0.089419423483  0.00000000 -0.00000477  0.00001296 -0.00000736  0.00000048 -0.00005241 -0.00005241
10  142  0.00024622 0.089466220397  0.00000000  0.00004549  0.00007378  0.00006287  0.00004871 -0.00013220 -0.00013220
10  143  0.00011074 0.089466220398  0.00000000  0.00002199 -0.00004522  0.00001139 -0.00001452 -0.00003005 -0.00003005
10  144  0.06496132 0.089558998024  0.00025196 -0.00425639  0.04495204 -0.00797052  0.04601109 -0.00005628 -0.00005628
10  145  0.07706641 0.089558998026  0.00035461 -0.04546287 -0.02479234 -0.03691186 -0.04352691  0.00019634  0.00019634
10  146  0.00007173 0.089756815535  0.00000000  0.00002882 -0.00005302 -0.00000509  0.00003505 -0.00001576 -0.00001576
10  147  0.00011992 0.089756815537  0.00000000 -0.00003648  0.00005972  0.00002720 -0.00005421 -0.00006616 -0.00006616
10  148  0.00069508 0.089768315455  0.00000003  0.00003811 -0.00000056  0.00006389 -0.00001011 -0.00068279 -0.00068279
10  149  0.00025207 0.089768315455  0.00000000  0.00001858 -0.00000205 -0.00000188 -0.00005311 -0.00023668 -0.00023668
10  150  0.00057087 0.090018960874  0.00000002  0.00010360  0.00014787 -0.00001373 -0.00016200 -0.00043465 -0.00043465
10  151  0.00071935 0.090018960880  0.00000003 -0.00008335 -0.00012824  0.00003877  0.00015454  0.00068148  0.00068148
10  152  0.00248547 0.090032662458  0.00000037  0.00021030 -0.00007168  0.00017820 -0.00000069 -0.00243693 -0.00243693
10  153  0.00125327 0.090032662462  0.00000009 -0.00000434  0.00007208  0.00002715  0.00013049 -0.00044377 -0.00044377
10  154  0.00035584 0.090204390908  0.00000001 -0.00018998 -0.00005892  0.00017537  0.00004205 -0.00005627 -0.00005627
10  155  0.00013338 0.090204390916  0.00000000 -0.00000982  0.00000756  0.00002165  0.00001219  0.00000292  0.00000292
10  156  0.00012568 0.090816127529  0.00000000 -0.00005122  0.00008006  0.00000258 -0.00007790 -0.00001902 -0.00001902
10  157  0.00018787 0.090816127563  0.00000000 -0.00004339 -0.00011236 -0.00000744  0.00011240  0.00008952  0.00008952
10  158  0.00044565 0.090836358268  0.00000001  0.00008876 -0.00000801  0.00008480 -0.00001632  0.00042513  0.00042513
10  159  0.00029352 0.090836358356  0.00000001 -0.00002506 -0.00006731 -0.00004754 -0.00000861 -0.00020509 -0.00020509
11  96  0.00000730 0.080953513307  0.00000000  0.00000304 -0.00000162  0.00000344 -0.00000299  0.00000191  0.00000191
11  97  0.00001251 0.080953513307  0.00000000  0.00000152 -0.00000766 -0.00000648  0.00000376 -0.00000461 -0.00000461
11  98  0.03548477 0.082657588348  0.00006939  0.00362142 -0.01159730 -0.02659758 -0.01169445  0.01634097  0.01634097
11  99  0.05151166 0.082657588348  0.00014622  0.00278322  0.03933450  0.02669029 -0.01233828  0.01500491  0.01500491
11  100  0.02913772 0.082730008211  0.00004683  0.00374828 -0.00248187  0.01106158 -0.00338963  0.01222048  0.01222048
11  101  0.02809899 0.082730008211  0.00004355 -0.00427145 -0.01903682  0.00838520 -0.01707745 -0.00683246 -0.00683246
11  102  0.02926184 0.083298232190  0.00004755  0.01793293 -0.00435512  0.02000382 -0.00935098 -0.00058869 -0.00058869
11  103  0.02305449 0.083298232190  0.00002952  0.00785300 -0.01439256  0.00505384 -0.01470531  0.00338665  0.00338665
11  104  0.00001950 0.084436854904  0.00000000  0.00000240 -0.00001364 -0.00000445  0.00000494  0.00000521  0.00000521
11  105  0.00004863 0.084436854904  0.00000000 -0.00000167 -0.00002296 -0.00001871 -0.00001073  0.00002106  0.00002106
11  106  0.00019730 0.084994579573  0.00000000  0.00002203  0.00007314 -0.00009427  0.00003046 -0.00007861 -0.00007861
11  107  0.00014724 0.084994579573  0.00000000  0.00008562 -0.00005608 -0.00002342  0.00007448  0.00006624  0.00006624
11  108  0.00005853 0.085020599191  0.00000000 -0.00001741  0.00000801 -0.00001972  0.00000651 -0.00004929 -0.00004929
11  109  0.00024837 0.085020599191  0.00000000  0.00005395 -0.00008287  0.00006060 -0.00007298  0.00012199  0.00012199
11  110  0.00019147 0.085093038960  0.00000000 -0.00007957  0.00006261 -0.00001697 -0.00004327 -0.00015268 -0.00015268
11  111  0.00027171 0.085093038960  0.00000000 -0.00007386  0.00000997 -0.00004442 -0.00010471 -0.00018850 -0.00018850
11  112  0.00037118 0.085143238767  0.00000001 -0.00002439  0.00008890  0.00002717  0.00006827 -0.00000070 -0.00000070
11  113  0.00029730 0.085143238767  0.00000001  0.00007123 -0.00003435 -0.00002216 -0.00008960  0.00009152  0.00009152
11  114  0.00006348 0.086437281361  0.00000000  0.00002704  0.00003348 -0.00003678 -0.00002842 -0.00000256 -0.00000256
11  115  0.00008649 0.086437281361  0.00000000 -0.00006634  0.00001123  0.00005095 -0.00001849 -0.00000154 -0.00000154
11  116  0.01610774 0.086706154933  0.00001500  0.00124242  0.00621012 -0.00933194  0.00081321  0.01141780  0.01141780
11  117  0.02438451 0.086706154933  0.00003437  0.01381976  0.00449277 -0.01612011  0.00401690 -0.00380673 -0.00380673
11  118  0.03639625 0.086884945668  0.00007673  0.01972644 -0.01119253  0.00636606 -0.02168707 -0.00915100 -0.00915100
11  119  0.03655625 0.086884945668  0.00007741 -0.00982431  0.02103098 -0.00480054  0.02304701 -0.00085180 -0.00085180
11  120  0.05590383 0.086919946824  0.00018110  0.01407715 -0.01823993  0.01195621  0.03313590 -0.03249433 -0.03249433
11  121  0.04468994 0.086919946824  0.00011573 -0.02797435 -0.01422363  0.00925471 -0.01619330 -0.02540499 -0.02540499
11  122  0.08185972 0.087422411878  0.00039055 -0.02451965 -0.04798999 -0.03004929 -0.05360822  0.00187172  0.00187172
11  123  0.06970175 0.087422411878  0.00028315  0.03073345 -0.03781902  0.02961086 -0.03944146 -0.00352051 -0.00352051
11  124  0.17812581 0.087438621082  0.00184955  0.10071842  0.01650240 -0.08417589  0.06551817 -0.04873949 -0.04873949
11  125  0.26273563 0.087438621082  0.00402393  0.02285775  0.02642351  0.00692642 -0.01612228  0.23844608  0.23844608
11  126  0.12804124 0.087546321848  0.00095686 -0.09418765  0.03267378  0.06250386  0.05044135  0.00214616  0.00214616
11  127  0.22115314 0.087546321848  0.00285452  0.13878242  0.05758629  0.13632913 -0.08785759 -0.00038572 -0.00038572
11  128  0.10640261 0.087561368640  0.00066088 -0.03109959 -0.05168536 -0.01712568  0.07220806 -0.02826669 -0.02826669
11  129  0.12794484 0.087561368640  0.00095558  0.04407335  0.02990043 -0.00926722 -0.02746661  0.00448305  0.00448305
11  130  0.41157247 0.088263916988  0.00996746 -0.18159876 -0.24734471 -0.22551162  0.15214694 -0.01283489 -0.01283489
11  131  0.21525779 0.088263916989  0.00272653 -0.05087229  0.06089172  0.13479192 -0.09579681  0.02109396  0.02109396
11  132  0.16499377 0.088341418378  0.00160328  0.03357521 -0.07004870  0.08138160 -0.06200266  0.07337902  0.07337902
11  133  0.14917641 0.088341418378  0.00131061 -0.02002929  0.05915706 -0.03428977  0.02850418  0.10202451  0.10202451
11  134  0.00006593 0.089093898171  0.00000000 -0.00004589 -0.00001363  0.00003853 -0.00001746  0.00000079  0.00000079
11  135  0.00006184 0.089093898172  0.00000000 -0.00001760 -0.00002847  0.00003446 -0.00002640  0.00000407  0.00000407
11  136  0.00025761 0.089211461102  0.00000000  0.00007316 -0.00003658 -0.00002123  0.00007187  0.00018998  0.00018998
11  137  0.00008136 0.089211461103  0.00000000 -0.00001099 -0.00001162  0.00001796  0.00002758  0.00001717  0.00001717
11  138  0.00029619 0.089316455639  0.00000001  0.00005963  0.00000517  0.00001558  0.00006731  0.00021360  0.00021360
11  139  0.00011952 0.089316455639  0.00000000  0.00004034 -0.00003544  0.00000623  0.00002866  0.00010199  0.00010199
11  140  0.00003188 0.089419418503  0.00000000  0.00000256 -0.00001051 -0.00000089 -0.00000390 -0.00000990 -0.00000990
11  141  0.00004614 0.089419418504  0.00000000  0.00000043  0.00001313  0.00001027 -0.00000503  0.00004146  0.00004146
11  142  0.00012487 0.089466215418  0.00000000 -0.00001956  0.00003616 -0.00001623  0.00002630  0.00005584  0.00005584
11  143  0.00026850 0.089466215420  0.00000000 -0.00008334 -0.00000113 -0.00007914 -0.00001126  0.00024240  0.00024240
11  144  0.07707983 0.089558993045  0.00035473  0.04218203  0.03003182  0.05530604  0.01416600 -0.00077955 -0.00077955
11  145  0.06497446 0.089558993047  0.00025206  0.03857884 -0.02350936  0.03786814 -0.02731399  0.00067780  0.00067780
11  146  0.00007534 0.089756810557  0.00000000 -0.00004843  0.00001230  0.00003802  0.00000493  0.00000619  0.00000619
11  147  0.00007418 0.089756810559  0.00000000 -0.00004729  0.00002335  0.00004946 -0.00000967  0.00001333  0.00001333
11  148  0.00022080 0.089768310477  0.00000000 -0.00002093 -0.00002143  0.00000909 -0.00002715  0.00004417  0.00004417
11  149  0.00067908 0.089768310477  0.00000003  0.00003048  0.00004873  0.00001197  0.00005671 -0.00027297 -0.00027297
11  150  0.00074091 0.090018955895  0.00000003  0.00007178  0.00013884 -0.00012521 -0.00009891  0.00033714  0.00033714
11  151  0.00056008 0.090018955901  0.00000002  0.00011013  0.00014617 -0.00014868 -0.00006328  0.00041700  0.00041700
11  152  0.00125422 0.090032657479  0.00000009 -0.00007275 -0.00000668 -0.00012609  0.00000819  0.00124473  0.00124473
11  153  0.00246425 0.090032657483  0.00000036  0.00000121  0.00021590  0.00004469  0.00017352 -0.00041503 -0.00041503
11  154  0.00013078 0.090204385930  0.00000000 -0.00000212 -0.00000108  0.00000230 -0.00000019 -0.00012599 -0.00012599
11  155  0.00035618 0.090204385938  0.00000001  0.00000631 -0.00019592 -0.00001498  0.00018040  0.00023592  0.00023592
11  156  0.00014911 0.090816122550  0.00000000  0.00008390  0.00004048 -0.00009104  0.00001650  0.00000889  0.00000889
11  157  0.00013168 0.090816122584  0.00000000  0.00009166 -0.00004309 -0.00007811  0.00002018  0.00002017  0.00002017
11  158  0.00029041 0.090836353289  0.00000001 -0.00003256 -0.00006133  0.00003758 -0.00006286  0.00002455  0.00002455
11  159  0.00041964 0.090836353377  0.00000001  0.00006502 -0.00004633  0.00008056 -0.00004892  0.00032735  0.00032735
12  96  0.00000597 0.080665177765  0.00000000 -0.00000271 -0.00000331 -0.00000350 -0.00000167  0.00000067  0.00000067
12  97  0.00000905 0.080665177765  0.00000000 -0.00000071  0.00000553 -0.00000435  0.00000498  0.00000100  0.00000100
12  98  0.00509770 0.082369252806  0.00000143  0.00428778  0.00020998 -0.00226344 -0.00076562  0.00005324  0.00005324
12  99  0.01357612 0.082369252806  0.00001012 -0.00835326 -0.00402232  0.00896815  0.00395033 -0.00126824 -0.00126824
12  100  0.00479140 0.082441672669  0.00000126  0.00270069 -0.00335639  0.00021946  0.00081549  0.00138189  0.00138189
12  101  0.01296929 0.082441672669  0.00000924  0.00801915 -0.00305698  0.00930747  0.00216131 -0.00041495 -0.00041495
12  102  0.00967838 0.083009896648  0.00000518 -0.00075439 -0.00661460 -0.00285397 -0.00526453 -0.00364179 -0.00364179
12  103  0.00611783 0.083009896648  0.00000207 -0.00334308 -0.00088913 -0.00321215  0.00331090  0.00047092  0.00047092
12  104  0.00010477 0.084148519362  0.00000000  0.00000459  0.00001516  0.00000345  0.00000333 -0.00004652 -0.00004652
12  105  0.00023669 0.084148519362  0.00000000 -0.00001280  0.00002190 -0.00002657  0.00001411  0.00018002  0.00018002
12  106  0.00005387 0.084706244031  0.00000000  0.00001716  0.00003696  0.00002187 -0.00002301  0.00000864  0.00000864
12  107  0.00005251 0.084706244031  0.00000000  0.00001918 -0.00001646 -0.00001172 -0.00003483  0.00000038  0.00000038
12  108  0.00001822 0.084732263649  0.00000000 -0.00000224  0.00000266  0.00001326 -0.00000329  0.00001023  0.00001023
12  109  0.00003034 0.084732263649  0.00000000 -0.00000976 -0.00001713 -0.00001984  0.00001131  0.00000304  0.00000304
12  110  0.00007860 0.084804703418  0.00000000 -0.00000479  0.00004065  0.00001757  0.00003016  0.00000894  0.00000894
12  111  0.00006895 0.084804703418  0.00000000 -0.00004052  0.00002379  0.00003036  0.00003783 -0.00000443 -0.00000443
12  112  0.00003443 0.084854903225  0.00000000  0.00000077  0.00002419 -0.00000851 -0.00001324  0.00001835  0.00001835
12  113  0.00005070 0.084854903225  0.00000000  0.00000782 -0.00001266  0.00000167  0.00001892 -0.00004428 -0.00004428
12  114  0.00002587 0.086148945819  0.00000000 -0.00001703 -0.00000727 -0.00000563 -0.00001708  0.00000167  0.00000167
12  115  0.00004325 0.086148945819  0.00000000  0.00001964 -0.00002657  0.00001926 -0.00001955 -0.00000420 -0.00000420
12  116  0.11899209 0.086417819391  0.00081573 -0.03080610  0.00996631  0.00377515 -0.07389891 -0.04900217 -0.04900217
12  117  0.15756474 0.086417819391  0.00143031 -0.06743512  0.08615785 -0.08548633 -0.01241436  0.05976706  0.05976706
12  118  0.26381346 0.086596610126  0.00401794 -0.19096712  0.08520079 -0.05876064 -0.12797326  0.05906594  0.05906594
12  119  0.22406073 0.086596610126  0.00289829  0.05114241 -0.03641609  0.09925332  0.13516002  0.13176934  0.13176934
12  120  0.31567379 0.086631611282  0.00575522 -0.21551152 -0.14267329  0.11827045 -0.11367224  0.05365004  0.05365004
12  121  0.33955544 0.086631611282  0.00665896 -0.08021511  0.14972031 -0.26118288  0.02011576  0.00955620  0.00955620
12  122  0.01121607 0.087134076336  0.00000731 -0.00026323 -0.00551411  0.00764971  0.00163615  0.00003003  0.00003003
12  123  0.01280365 0.087134076336  0.00000952  0.00440440 -0.00823937  0.00098984  0.00709948 -0.00271045 -0.00271045
12  124  0.05239753 0.087150285540  0.00015951  0.00002090  0.03828248 -0.03075362 -0.01806196  0.00194146  0.00194146
12  125  0.02249339 0.087150285540  0.00002940 -0.00164066 -0.00607389 -0.01297553  0.00541269 -0.00245314 -0.00245314
12  126  0.01675578 0.087257986306  0.00001633 -0.00091390 -0.00442276 -0.00458197  0.00630679 -0.01410819 -0.01410819
12  127  0.01831496 0.087257986306  0.00001951 -0.00787290  0.00897263  0.00932744 -0.00151515 -0.00687793 -0.00687793
12  128  0.01331818 0.087273033098  0.00001032 -0.00773036 -0.00379464  0.00008345 -0.00995257  0.00200471  0.00200471
12  129  0.00612623 0.087273033098  0.00000218  0.00468411 -0.00077448 -0.00226790  0.00182262  0.00232423  0.00232423
12  130  0.08726913 0.087975581446  0.00044668 -0.04244347 -0.03875640  0.03477905 -0.05301451  0.00054816  0.00054816
12  131  0.08490421 0.087975581446  0.00042279 -0.00279593  0.03480518 -0.00065114  0.02270595 -0.07007029 -0.07007029
12  132  0.13937563 0.088053082836  0.00114032 -0.05713412  0.07316920 -0.01979189 -0.08794889  0.00361608  0.00361608
12  133  0.17786738 0.088053082836  0.00185715  0.05493132  0.00852292  0.02900674  0.05271127 -0.08625233 -0.08625233
12  134  0.00006577 0.088805562629  0.00000000 -0.00000172 -0.00001457  0.00000071  0.00001097 -0.00005184 -0.00005184
12  135  0.00006673 0.088805562630  0.00000000 -0.00000421 -0.00002141  0.00000388  0.00002328 -0.00005847 -0.00005847
12  136  0.00043517 0.088923125560  0.00000001  0.00005754 -0.00000142 -0.00004278 -0.00004815  0.00015734  0.00015734
12  137  0.00007993 0.088923125561  0.00000000  0.00003051  0.00001105 -0.00003118 -0.00000272 -0.00003702 -0.00003702
12  138  0.00020354 0.089028120097  0.00000000  0.00007184 -0.00003320 -0.00003348 -0.00006159  0.00008226  0.00008226
12  139  0.00018364 0.089028120097  0.00000000  0.00001043 -0.00004284 -0.00002178 -0.00005902 -0.00002259 -0.00002259
12  140  0.00004379 0.089131082961  0.00000000 -0.00002262 -0.00001820  0.00001270  0.00002048 -0.00002144 -0.00002144
12  141  0.00006188 0.089131082962  0.00000000  0.00002371 -0.00002234 -0.00002485 -0.00003253  0.00000745  0.00000745
12  142  0.00005616 0.089177879876  0.00000000  0.00000862  0.00003130 -0.00001096 -0.00001998  0.00002773  0.00002773
12  143  0.00019280 0.089177879878  0.00000000 -0.00004985  0.00004641  0.00006260  0.00003287 -0.00003824 -0.00003824
12  144  0.04845033 0.089270657503  0.00013970  0.00965707 -0.02920811 -0.01316944 -0.03494107 -0.00084885 -0.00084885
12  145  0.02873780 0.089270657505  0.00004915 -0.00009006 -0.02475680 -0.00405678 -0.01261461 -0.00499590 -0.00499590
12  146  0.00001994 0.089468475015  0.00000000  0.00001113  0.00000431  0.00001485 -0.00000467  0.00000058  0.00000058
