i  a   sqrt(mu2)     Ea-Ei 	  f_osc       mu_x.re     mu_x.im     mu_y.re     mu_y.im     mu_z.re     mu_z.im
1  146  0.00010070 0.090239386694  0.00000000  0.00006483  0.00000368 -0.00006658  0.00003467 -0.00001572 -0.00001572
1  147  0.00004221 0.090239386697  0.00000000  0.00003399  0.00001397 -0.00000211 -0.00000667 -0.00000258 -0.00000258
1  148  0.00014733 0.090250886614  0.00000000  0.00003879  0.00006104 -0.00000064  0.00005700 -0.00005819 -0.00005819
1  149  0.00008023 0.090250886615  0.00000000  0.00001844 -0.00004143  0.00000383 -0.00002195  0.00000594  0.00000594
1  150  0.00034590 0.090501532033  0.00000001 -0.00006125 -0.00005620  0.00027238 -0.00002719  0.00017652  0.00017652
1  151  0.00050015 0.090501532039  0.00000002 -0.00008492 -0.00040082  0.00004756  0.00017028  0.00004581  0.00004581
1  152  0.00069122 0.090515233617  0.00000003  0.00033627  0.00021901  0.00024925  0.00018514  0.00035442  0.00035442
1  153  0.00037175 0.090515233621  0.00000001  0.00010889 -0.00020178 -0.00020508 -0.00009297 -0.00004031 -0.00004031
1  154  0.00011845 0.090686962068  0.00000000  0.00006043 -0.00000557  0.00002296 -0.00009848  0.00000914  0.00000914
1  155  0.00020717 0.090686962075  0.00000000  0.00016095 -0.00006636  0.00010121  0.00002824  0.00003903  0.00003903
1  156  0.00017625 0.091298698688  0.00000000  0.00011678  0.00003043 -0.00012540  0.00002349  0.00000694  0.00000694
1  157  0.00011064 0.091298698722  0.00000000  0.00008200  0.00006823  0.00002587  0.00000497  0.00001293  0.00001293
1  158  0.00017190 0.091318929427  0.00000000 -0.00004313 -0.00012284 -0.00001012 -0.00011171 -0.00000391 -0.00000391
1  159  0.00009414 0.091318929515  0.00000000  0.00006502  0.00004749  0.00004527  0.00001549  0.00000849  0.00000849
2  96  0.00311730 0.081422383821  0.00000053 -0.00183256  0.00188873  0.00047421 -0.00130219  0.00028490  0.00028490
2  97  0.00288325 0.081422383821  0.00000045  0.00063256  0.00108286  0.00177203 -0.00159867 -0.00021406 -0.00021406
2  98  0.00001743 0.083126458862  0.00000000 -0.00000269 -0.00000723 -0.00000970 -0.00000724  0.00000078  0.00000078
2  99  0.00002374 0.083126458862  0.00000000  0.00000946 -0.00001890  0.00000321  0.00000857 -0.00000194 -0.00000194
2  100  0.00001373 0.083198878725  0.00000000 -0.00000007 -0.00000777  0.00000224  0.00000047 -0.00001073 -0.00001073
2  101  0.00001810 0.083198878725  0.00000000  0.00000493  0.00001185  0.00000151  0.00000437 -0.00000492 -0.00000492
2  102  0.00006064 0.083767102704  0.00000000 -0.00003574  0.00003847 -0.00001612  0.00001911  0.00001573  0.00001573
2  103  0.00008104 0.083767102704  0.00000000 -0.00001531  0.00000477  0.00007375 -0.00001177 -0.00001989 -0.00001989
2  104  0.01760104 0.084905725419  0.00001754 -0.00600631  0.01154317  0.00384434  0.00181575  0.01050127  0.01050127
2  105  0.02446221 0.084905725419  0.00003387 -0.00657192  0.00163552 -0.00603232 -0.01323726 -0.01514598 -0.01514598
2  106  0.01852608 0.085463450087  0.00001955 -0.00763080 -0.00154107  0.01288868 -0.00908982 -0.00297066 -0.00297066
2  107  0.02736079 0.085463450087  0.00004265 -0.01866696  0.00764619 -0.01341561  0.00453236  0.00514269  0.00514269
2  108  0.01386121 0.085489469705  0.00001095 -0.00052611 -0.00801851 -0.00196538  0.00233860  0.00818496  0.00818496
2  109  0.01725615 0.085489469705  0.00001697  0.00510455 -0.00033091 -0.00734843  0.00495736 -0.01018608 -0.01018608
2  110  0.02946624 0.085561909474  0.00004953 -0.01110191  0.00661753 -0.00955707  0.00354666  0.01242521  0.01242521
2  111  0.04069252 0.085561909474  0.00009445 -0.00640291 -0.02697348  0.00207900  0.02855797 -0.00808170 -0.00808170
2  112  0.03366323 0.085612109282  0.00006468 -0.00675500  0.01220779  0.00542565 -0.00871500  0.01879163  0.01879163
2  113  0.03958590 0.085612109282  0.00008944  0.00117173 -0.00539219 -0.00738492 -0.00930281 -0.03295688 -0.03295688
2  114  0.01645253 0.086906151876  0.00001568 -0.01207218 -0.00194206  0.00980964  0.00344881 -0.00108158 -0.00108158
2  115  0.01777476 0.086906151876  0.00001830 -0.00900886 -0.00449433 -0.01058152 -0.00466125 -0.00348537 -0.00348537
2  116  0.00007062 0.087175025448  0.00000000  0.00006878  0.00000183 -0.00000329  0.00000546  0.00001227  0.00001227
2  117  0.00015884 0.087175025448  0.00000000 -0.00006108 -0.00006680 -0.00010029 -0.00004953 -0.00005492 -0.00005492
2  118  0.00019712 0.087353816182  0.00000000  0.00010555  0.00005726 -0.00010227 -0.00007655 -0.00001485 -0.00001485
2  119  0.00020694 0.087353816182  0.00000000 -0.00007950  0.00012541  0.00004859 -0.00012460 -0.00002599 -0.00002599
2  120  0.00033520 0.087388817339  0.00000001  0.00003535  0.00016525  0.00001006 -0.00028122  0.00002263  0.00002263
2  121  0.00025226 0.087388817339  0.00000000 -0.00011383 -0.00020595 -0.00000086  0.00002228 -0.00005199 -0.00005199
2  122  0.00023779 0.087891282392  0.00000000  0.00010276  0.00010472  0.00004129  0.00007786  0.00012008  0.00012008
2  123  0.00016107 0.087891282392  0.00000000 -0.00000398  0.00001809  0.00014658  0.00005027 -0.00002408 -0.00002408
2  124  0.00011556 0.087907491596  0.00000000 -0.00002191  0.00005285 -0.00003648 -0.00000582  0.00009242  0.00009242
2  125  0.00013189 0.087907491596  0.00000000  0.00006814 -0.00004351 -0.00003987 -0.00008438  0.00000403  0.00000403
2  126  0.00025466 0.088015192363  0.00000000  0.00009385 -0.00003653  0.00018437  0.00012686  0.00006777  0.00006777
2  127  0.00023722 0.088015192363  0.00000000  0.00018036 -0.00002552 -0.00002373 -0.00003237  0.00013858  0.00013858
2  128  0.00012656 0.088030239155  0.00000000 -0.00004572 -0.00000333  0.00008814 -0.00004317  0.00004226  0.00004226
2  129  0.00018510 0.088030239155  0.00000000  0.00011311  0.00005678  0.00001718 -0.00010147  0.00002899  0.00002899
2  130  0.00015849 0.088732787503  0.00000000  0.00006590  0.00007799 -0.00007465 -0.00008778  0.00003003  0.00003003
2  131  0.00011360 0.088732787503  0.00000000  0.00006133  0.00003840  0.00001263 -0.00007973 -0.00001990 -0.00001990
2  132  0.00004370 0.088810288893  0.00000000  0.00001478  0.00000713  0.00002519  0.00001912 -0.00002502 -0.00002502
2  133  0.00010185 0.088810288893  0.00000000  0.00002772 -0.00003698  0.00003528 -0.00007864 -0.00000054 -0.00000054
2  134  0.15208151 0.089562768686  0.00138099 -0.11153612 -0.04934743 -0.07320878 -0.04816437 -0.00993577 -0.00993577
2  135  0.09108770 0.089562768686  0.00049540 -0.01889228 -0.00198915  0.05460759 -0.06756227 -0.01562362 -0.01562362
2  136  0.20889364 0.089680331617  0.00260889  0.11256012 -0.03363486  0.11779536  0.04169448 -0.03417291 -0.03417291
2  137  0.15944822 0.089680331617  0.00152001 -0.05726028 -0.06018120 -0.06623960  0.02363829 -0.02155225 -0.02155225
2  138  0.14076776 0.089785326153  0.00118610  0.04627399 -0.01028307  0.05287498  0.03242394 -0.10396607 -0.10396607
2  139  0.27618427 0.089785326154  0.00456575  0.10026481 -0.05306268  0.08826128 -0.05831105  0.15039051  0.15039051
2  140  0.04331655 0.089888289017  0.00011244 -0.00403449  0.02436279  0.02016604 -0.01429092 -0.01168393 -0.01168393
2  141  0.11598514 0.089888289018  0.00080615  0.05924488 -0.03407926  0.06975130 -0.01052980 -0.01681440 -0.01681440
2  142  0.17567362 0.089935085932  0.00185034  0.02715402 -0.09144569 -0.09959044  0.03842486  0.02402795  0.02402795
2  143  0.19515424 0.089935085934  0.00228346 -0.02900266  0.11793462 -0.11248020 -0.01965060 -0.04005773 -0.04005773
2  144  0.00008198 0.090027863560  0.00000000 -0.00005241 -0.00002754  0.00003483 -0.00004105 -0.00000493 -0.00000493
2  145  0.00004454 0.090027863562  0.00000000 -0.00003610 -0.00001379  0.00000390 -0.00000267 -0.00002045 -0.00002045
2  146  0.02897029 0.090225681071  0.00005048 -0.01245608  0.01078940  0.01190040 -0.01638547  0.01083646  0.01083646
2  147  0.02410701 0.090225681073  0.00003496 -0.01320683 -0.00320725 -0.00296764 -0.00000737  0.00067118  0.00067118
2  148  0.04865720 0.090237180991  0.00014243 -0.01491503 -0.00696617  0.00071712  0.00311394 -0.00093527 -0.00093527
2  149  0.05013620 0.090237180991  0.00015122  0.00631867 -0.01380260 -0.00045216  0.02210429 -0.04210371 -0.04210371
2  150  0.14416977 0.090487826410  0.00125385 -0.00532166  0.03324695 -0.06049966  0.08633998 -0.07499679 -0.07499679
2  151  0.10709974 0.090487826416  0.00069195  0.07743840  0.06569666 -0.02379071 -0.00444894 -0.00509937 -0.00509937
2  152  0.23080597 0.090501527993  0.00321410 -0.00028539 -0.01267845 -0.00519607  0.01191494 -0.05531270 -0.05531270
2  153  0.16632937 0.090501527998  0.00166918  0.06074753 -0.08624154 -0.06014871  0.08805299 -0.06907178 -0.06907178
2  154  0.09167360 0.090673256444  0.00050802  0.00837250  0.06101896  0.01500646  0.06519218  0.00912356  0.00912356
2  155  0.13871843 0.090673256452  0.00116321 -0.06403247  0.07406113 -0.06867048  0.06951075  0.00501456  0.00501456
2  156  0.12908791 0.091284993065  0.00101410  0.04299658 -0.09526514 -0.04971092 -0.00575367 -0.05253232 -0.05253232
2  157  0.15330416 0.091284993098  0.00143026 -0.06685157  0.02154888 -0.11706593 -0.00883512  0.01835025  0.01835025
2  158  0.07116521 0.091305223804  0.00030828  0.04183623  0.02181118  0.04817150  0.02136560  0.00276877  0.00276877
2  159  0.04686185 0.091305223892  0.00013367 -0.03609206  0.00958160 -0.02523183  0.00916943  0.00216806  0.00216806
3  96  0.00287660 0.081422380776  0.00000045  0.00119618 -0.00034045  0.00019792  0.00237845 -0.00083435 -0.00083435
3  97  0.00311323 0.081422380776  0.00000053  0.00003785  0.00263130  0.00055208 -0.00127142 -0.00080506 -0.00080506
3  98  0.00001566 0.083126455816  0.00000000 -0.00001125  0.00000416  0.00000470  0.00000658 -0.00000238 -0.00000238
3  99  0.00001301 0.083126455816  0.00000000  0.00000579  0.00000006  0.00000659  0.00000960  0.00000046  0.00000046
3  100  0.00001137 0.083198875679  0.00000000 -0.00000413  0.00000505 -0.00000720 -0.00000152  0.00000570  0.00000570
3  101  0.00001196 0.083198875679  0.00000000  0.00000219  0.00000059  0.00000801  0.00000324  0.00000081  0.00000081
3  102  0.00005806 0.083767099658  0.00000000  0.00000479 -0.00002599  0.00001353  0.00004892 -0.00000579 -0.00000579
3  103  0.00006299 0.083767099658  0.00000000 -0.00000907  0.00006012 -0.00001222  0.00000735  0.00000140  0.00000140
3  104  0.02446435 0.084905722373  0.00003388  0.00479032 -0.00478204 -0.00822487 -0.01199926  0.01686395  0.01686395
3  105  0.01761427 0.084905722373  0.00001756 -0.01298888 -0.00080511  0.00042907 -0.00423626  0.00841522  0.00841522
3  106  0.02737419 0.085463447041  0.00004269  0.00088191 -0.02015097 -0.00028161 -0.01417170  0.01183561  0.01183561
3  107  0.01851859 0.085463447041  0.00001954  0.00404233  0.00665121  0.00418846 -0.01519703  0.00571519  0.00571519
3  108  0.01727728 0.085489466659  0.00001701 -0.00487575  0.00155380  0.00867400  0.00192086  0.00603591  0.00603591
3  109  0.01386646 0.085489466659  0.00001096  0.00244867  0.00766435 -0.00268759 -0.00145267  0.01023756  0.01023756
3  110  0.04069046 0.085561906428  0.00009444  0.00311977 -0.02754675  0.00135995  0.02859498  0.00821100  0.00821100
3  111  0.02949424 0.085561906428  0.00004962 -0.01181629 -0.00527013 -0.00991858 -0.00237939  0.00982235  0.00982235
3  112  0.03957015 0.085612106236  0.00008937  0.00528562  0.00154359  0.00466516  0.01090820 -0.03114358 -0.03114358
3  113  0.03366138 0.085612106236  0.00006467  0.01396247 -0.00012566 -0.01024596  0.00063740  0.01032890  0.01032890
3  114  0.01774804 0.086906148830  0.00001825 -0.00642870  0.00772172 -0.00780023  0.00850436 -0.00651846 -0.00651846
3  115  0.01643661 0.086906148830  0.00001565  0.01027387 -0.00661430 -0.00757508  0.00709996  0.00237448  0.00237448
3  116  0.00015054 0.087175022402  0.00000000 -0.00000298 -0.00009128  0.00004236 -0.00009504  0.00002623  0.00002623
3  117  0.00007598 0.087175022402  0.00000000  0.00005273 -0.00004946  0.00000501  0.00000448 -0.00000405 -0.00000405
3  118  0.00021623 0.087353813136  0.00000000  0.00015112 -0.00003448 -0.00012399  0.00000508  0.00008275  0.00008275
3  119  0.00019769 0.087353813136  0.00000000 -0.00000867 -0.00013149  0.00002775  0.00012105  0.00005569  0.00005569
3  120  0.00026597 0.087388814293  0.00000000  0.00022516  0.00011193 -0.00001571  0.00001130  0.00007295  0.00007295
3  121  0.00032559 0.087388814293  0.00000001  0.00015758  0.00002660 -0.00027604  0.00001234 -0.00005994 -0.00005994
3  122  0.00015032 0.087891279346  0.00000000 -0.00005505 -0.00002562  0.00012660 -0.00001781  0.00005059  0.00005059
3  123  0.00023103 0.087891279346  0.00000000 -0.00008031  0.00012782 -0.00004612  0.00005092 -0.00010275 -0.00010275
3  124  0.00005477 0.087907488550  0.00000000 -0.00002408 -0.00001538  0.00000029 -0.00003122 -0.00003469 -0.00003469
3  125  0.00009583 0.087907488550  0.00000000 -0.00006831  0.00001230 -0.00000251  0.00005844 -0.00000085 -0.00000085
