#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.065990395994  0.065990395994  0.005505951062  -0.000013147437   0.071483199619  -0.149466876562
1  0.066279192343  0.066279192343  0.005276005962  -0.000259040358   0.071296157946  -0.136518657824
2  0.066346632792  0.066346632792  0.005220840948  -0.000312046036   0.071255427704  -0.133575181872
3  0.066382963934  0.066382963934  0.005195420792  -0.000335754856   0.071242629870  -0.132238313654
4  0.067883666587  0.067883666587  0.005760260612  -0.000017354181   0.073626573018  -0.156272524054
5  0.067955933653  0.067955933653  0.005772777089  -0.000022417990   0.073706292752  -0.156475321592
6  0.068036365126  0.068036365126  0.005695958398  -0.000118914458   0.073613409066  -0.151759173457
7  0.068171701179  0.068171701179  0.005624883301  -0.000211973025   0.073584611455  -0.147292866694
8  0.068232426594  0.068232426594  0.005647383605  -0.000202554638   0.073677255561  -0.148161418938
9  0.068294548324  0.068294548324  0.005519070786  -0.000344885207   0.073468733904  -0.140796833470
10  0.068484439480  0.068484439480  0.005730655043  -0.000019198881   0.074195895642  -0.155416718205
11  0.068629735472  0.068629735472  0.005231691496  -0.000558457581   0.073302969386  -0.127165237332
12  0.068726009871  0.068726009871  0.005510210025  -0.000265048828   0.073971171069  -0.142728179408
13  0.068787688422  0.068787688422  0.005461117133  -0.000319994521   0.073928811034  -0.139897143856
14  0.068838081860  0.068838081860  0.005116006040  -0.000675592038   0.073278495863  -0.120829881580
15  0.069527080801  0.069527080801  0.004721176331  -0.000739779563   0.073508477569  -0.108339380011
16  0.069812525875  0.069812525875  0.003216136569  -0.000000538876   0.073028123567  -0.087500915050
17  0.069817955034  0.069817955034  0.003222205500  -0.000002818933   0.073037341600  -0.087604015614
18  0.069820853578  0.069820853578  0.005991848683  -0.000018911772   0.075793790489  -0.162531975484
19  0.069832836168  0.069832836168  0.003227781984  -0.000002590561   0.073058027591  -0.087761973886
20  0.069850668991  0.069850668991  0.003258015489  -0.000026815761   0.073081868719  -0.087925468279
21  0.069911163639  0.069911163639  0.003224205813  -0.000004148124   0.073131221328  -0.087622277790
22  0.069922438312  0.069922438312  0.003253282207  -0.000019588951   0.073156131569  -0.087993320682
23  0.069928436236  0.069928436236  0.003227023189  -0.000001753555   0.073153705870  -0.087764102111
24  0.069935136996  0.069935136996  0.003232445841  -0.000003627064   0.073163955772  -0.087860679254
25  0.070051901923  0.070051901923  0.005888322361  -0.000190070310   0.075750153974  -0.155057415853
26  0.070242697159  0.070242697159  0.005803094556  -0.000214333384   0.075831458331  -0.152078015756
27  0.070306150596  0.070306150596  0.005817734149  -0.000262792143   0.075861092602  -0.151157748891
28  0.070358930958  0.070358930958  0.005792680727  -0.000033558938   0.076118052747  -0.156713766662
29  0.070415375129  0.070415375129  0.005869060981  -0.000119692549   0.076164743561  -0.156448364162
30  0.070456419298  0.070456419298  0.003272586022  -0.000000660196   0.073728345124  -0.089033682426
31  0.070463312636  0.070463312636  0.003290840647  -0.000011229963   0.073742923320  -0.089242798183
32  0.070465199353  0.070465199353  0.003296269603  -0.000014760247   0.073746708708  -0.089294463681
33  0.070466682988  0.070466682988  0.005818155014  -0.000053105319   0.076231732683  -0.156875073270
