#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.069022008854  0.069022008854  0.003479897749  -0.000000000306   0.072501906298  -0.094692881302
1  0.069129349798  0.069129349798  0.003448560698  -0.000105122302   0.072472788194  -0.090979639574
2  0.069129349807  0.069129349807  0.003448560671  -0.000105122294   0.072472788184  -0.090979639054
3  0.069129349823  0.069129349823  0.003448560645  -0.000105122293   0.072472788175  -0.090979638370
4  0.070720427056  0.070720427056  0.003293223523  -0.000004917079   0.074008733500  -0.089479421980
5  0.070720427064  0.070720427064  0.003293223514  -0.000004917078   0.074008733500  -0.089479421761
6  0.070720427089  0.070720427089  0.003293223486  -0.000004917075   0.074008733501  -0.089479421088
7  0.070777953111  0.070777953111  0.003310451793  -0.000020474535   0.074067930370  -0.089524887161
8  0.070777953125  0.070777953125  0.003310451775  -0.000020474537   0.074067930363  -0.089524886616
9  0.070777953141  0.070777953141  0.003310451758  -0.000020474537   0.074067930362  -0.089524886146
10  0.070829984839  0.070829984839  0.003288148630  -0.000107845729   0.074010287741  -0.086540494377
11  0.070829984868  0.070829984868  0.003288148591  -0.000107845724   0.074010287736  -0.086540493451
12  0.070829984887  0.070829984887  0.003288148557  -0.000107845711   0.074010287733  -0.086540492875
13  0.070945372501  0.070945372501  0.003282063195  -0.000222267700   0.074005167996  -0.083261319130
14  0.070945372550  0.070945372550  0.003282063127  -0.000222267690   0.074005167987  -0.083261317552
15  0.071084373879  0.071084373879  0.003303868218  -0.000333426233   0.074054815864  -0.080829885028
16  0.071768473926  0.071768473926  0.002281570348  -0.000000231689   0.074049812584  -0.062078418779
17  0.071768473938  0.071768473938  0.002281570334  -0.000000231689   0.074049812583  -0.062078418396
18  0.071768473941  0.071768473941  0.002281570330  -0.000000231689   0.074049812581  -0.062078418274
19  0.071798096011  0.071798096011  0.002288827429  -0.000003816135   0.074083107306  -0.062178356352
20  0.071801188533  0.071801188533  0.002280495171  -0.000003007421   0.074078676283  -0.061973630167
21  0.071801188547  0.071801188547  0.002280495162  -0.000003007426   0.074078676283  -0.061973629777
22  0.071801188557  0.071801188557  0.002280495154  -0.000003007429   0.074078676282  -0.061973629483
23  0.071803570590  0.071803570590  0.002286580605  -0.000006355165   0.074083796031  -0.062048126543
24  0.071803570601  0.071803570601  0.002286580584  -0.000006355160   0.074083796024  -0.062048126100
25  0.071824480630  0.071824480630  0.002276093791  -0.000000163678   0.074100410742  -0.061931244657
26  0.071824480639  0.071824480639  0.002276093779  -0.000000163678   0.074100410740  -0.061931244352
27  0.071824480642  0.071824480642  0.002276093779  -0.000000163678   0.074100410742  -0.061931244337
28  0.072786882396  0.072786882396  0.002815308011  -0.000000000359   0.075602190048  -0.076608462642
29  0.072848485621  0.072848485621  0.002843075021  -0.000064466710   0.075627093932  -0.075609822184
30  0.072848485632  0.072848485632  0.002843074997  -0.000064466706   0.075627093923  -0.075609821645
31  0.072848485647  0.072848485647  0.002843074968  -0.000064466704   0.075627093911  -0.075609820922
32  0.073015130530  0.073015130530  0.002780957689  -0.000003983201   0.075792105018  -0.075565363581
33  0.073015130531  0.073015130531  0.002780957688  -0.000003983201   0.075792105018  -0.075565363560
34  0.073015130534  0.073015130534  0.002780957685  -0.000003983201   0.075792105018  -0.075565363466
35  0.073035871151  0.073035871151  0.002774424886  -0.000015562397   0.075794733640  -0.075072510746
36  0.073035871152  0.073035871152  0.002774424884  -0.000015562397   0.075794733639  -0.075072510692
37  0.073097615121  0.073097615121  0.002786823272  -0.000076948414   0.075807489979  -0.073739488711
38  0.073124920406  0.073124920406  0.002786984701  -0.000075451323   0.075836453785  -0.073784619386
39  0.073124920406  0.073124920406  0.002786984704  -0.000075451328   0.075836453783  -0.073784619321
40  0.073124920408  0.073124920408  0.002786984702  -0.000075451327   0.075836453783  -0.073784619294
41  0.073153445490  0.073153445490  0.002770005279  -0.000109270447   0.075814180322  -0.072402319794
42  0.073153445492  0.073153445492  0.002770005273  -0.000109270444   0.075814180321  -0.072402319727
43  0.073153445494  0.073153445494  0.002770005273  -0.000109270447   0.075814180320  -0.072402319639
44  0.073174443568  0.073174443568  0.002681102274  -0.000002205505   0.075853340337  -0.072896531540
45  0.073174443571  0.073174443571  0.002681102271  -0.000002205505   0.075853340337  -0.072896531454
46  0.073188461508  0.073188461508  0.002673723753  -0.000036963751   0.075825221510  -0.071749931114
47  0.073188461510  0.073188461510  0.002673723752  -0.000036963752   0.075825221509  -0.071749931046
48  0.073188461514  0.073188461514  0.002673723748  -0.000036963753   0.075825221509  -0.071749930938
49  0.073244860269  0.073244860269  0.002682667705  -0.000095983599   0.075831544375  -0.070387295875
50  0.073244860270  0.073244860270  0.002682667704  -0.000095983599   0.075831544375  -0.070387295859
51  0.073244860272  0.073244860272  0.002682667704  -0.000095983600   0.075831544375  -0.070387295812
52  0.073414401617  0.073414401617  0.002397588359  -0.000003354928   0.075808635048  -0.065150443592
53  0.073414401618  0.073414401618  0.002397588358  -0.000003354928   0.075808635049  -0.065150443569
54  0.073414401619  0.073414401619  0.002397588358  -0.000003354928   0.075808635049  -0.065150443550
55  0.073434509643  0.073434509643  0.002389084531  -0.000000239062   0.075823355112  -0.065003829587
56  0.073434509644  0.073434509644  0.002389084530  -0.000000239062   0.075823355112  -0.065003829562
57  0.073435706904  0.073435706904  0.002389768820  -0.000000336967   0.075825138757  -0.065019785922
58  0.073435706904  0.073435706904  0.002389768820  -0.000000336967   0.075825138757  -0.065019785917
59  0.073435706905  0.073435706905  0.002389768819  -0.000000336967   0.075825138757  -0.065019785889
60  0.073443158935  0.073443158935  0.002398162317  -0.000000004449   0.075841316804  -0.065257233011
61  0.073467932068  0.073467932068  0.002396082762  -0.000001414443   0.075862600387  -0.065162277493
62  0.073467932069  0.073467932069  0.002396082761  -0.000001414443   0.075862600388  -0.065162277473
63  0.073467932070  0.073467932070  0.002396082760  -0.000001414442   0.075862600387  -0.065162277447
