3159
I -46.3350000000  53.3682000000 -46.7613000000 53
I -46.4856000000  46.5924000000 -53.7384000000 53
I -53.3241000000  46.5854000000 -46.8758000000 53
I -46.4625000000  53.2202000000 -24.0048000000 53
I -53.2340000000  47.5612000000 -35.6671000000 53
I -46.5396000000  53.0798000000 -35.6983000000 53
I -46.8762000000  46.6216000000 -29.8076000000 53
I -53.3477000000  48.1070000000 -23.7582000000 53
I -46.5666000000  53.4332000000 -0.1396960000 53
I -53.4400000000  48.3997000000 -12.1166000000 53
I -46.5154000000  53.3623000000 -12.0155000000 53
I -47.1806000000  46.8554000000 -6.0539700000 53
I -53.4970000000  48.4900000000 -0.0071507300 53
I -46.5491000000  53.2856000000  23.7849000000 53
I -53.4861000000  48.4896000000  11.7375000000 53
I -46.5364000000  53.3797000000  11.8969000000 53
I -47.1332000000  46.7586000000  17.7792000000 53
I -53.4316000000  48.2239000000  23.7843000000 53
I -46.3200000000  53.2807000000  46.6666000000 53
I -53.3443000000  47.5871000000  35.4277000000 53
I -46.7192000000  53.2557000000  35.6246000000 53
I -46.8826000000  46.7551000000  41.4551000000 53
I -53.2228000000  46.4253000000  46.7724000000 53
I -46.8654000000  29.6020000000 -47.3078000000 53
I -53.2877000000  35.4864000000 -47.4726000000 53
I -47.1504000000  23.8623000000 -53.7240000000 53
I -53.2107000000  23.6511000000 -47.4675000000 53
I -46.0096000000  29.7322000000 -23.9644000000 53
I -53.1786000000  34.7868000000 -24.1367000000 53
I -52.8997000000  24.4536000000 -35.7629000000 53
I -45.7407000000  29.5126000000 -35.7638000000 53
I -52.9282000000  34.6820000000 -35.5348000000 53
I -46.8072000000  35.4025000000 -41.6528000000 53
I -46.7182000000  23.6012000000 -29.7630000000 53
I -52.9970000000  24.6600000000 -23.6167000000 53
I -46.2176000000  29.9121000000 -0.2651150000 53
I -53.3965000000  35.0121000000 -0.2401220000 53
I -53.1361000000  24.7632000000 -12.3544000000 53
I -46.1541000000  29.8509000000 -11.7855000000 53
I -53.3349000000  34.9327000000 -11.9128000000 53
I -47.0890000000  35.6227000000 -17.9307000000 53
I -47.2602000000  23.7705000000 -6.0055500000 53
I -53.1826000000  24.8476000000  0.2776310000 53
I -46.0797000000  29.8004000000  23.5443000000 53
I -53.2531000000  34.8005000000  23.5632000000 53
I -53.1386000000  24.8478000000  11.4896000000 53
I -46.1356000000  29.9000000000  11.9993000000 53
I -53.3515000000  34.9076000000  12.0228000000 53
I -47.2573000000  35.7499000000  5.8628200000 53
