#n 	 E_n 	 <H> 	 <H_dir> 	 <H_exc> 	 <H_0> 	 E_B (eV)
0  0.065835037318  0.065835037318  0.004129153955  -0.000004643912   0.069959547360  -0.112233692577
1  0.065968417568  0.065968417568  0.004092455446  -0.000134759330   0.069926113684  -0.107694452109
2  0.066002539175  0.066002539175  0.004082610658  -0.000167571986   0.069917577847  -0.106533683319
3  0.066022905988  0.066022905988  0.004075309253  -0.000186512634   0.069911702607  -0.105819600306
4  0.067703129975  0.067703129975  0.003910408473  -0.000005638049   0.071607900398  -0.106254269897
5  0.067762972481  0.067762972481  0.003914563321  -0.000023802211   0.071653733591  -0.105873056869
6  0.067776884177  0.067776884177  0.003919236270  -0.000040131316   0.071655989131  -0.105555876550
7  0.067832004746  0.067832004746  0.003921726095  -0.000086015010   0.071667715831  -0.104375068616
8  0.067874830625  0.067874830625  0.003908350180  -0.000157771269   0.071625409536  -0.102058502979
9  0.067889923334  0.067889923334  0.003926617145  -0.000099436154   0.071717104324  -0.104142952808
10  0.068017494659  0.068017494659  0.003909567985  -0.000278089892   0.071648972752  -0.098817602995
11  0.068132204747  0.068132204747  0.003919001046  -0.000362754615   0.071688451178  -0.096770444114
12  0.068328559329  0.068328559329  0.003914503377  -0.000004877712   0.072238184994  -0.106386387822
13  0.068409237942  0.068409237942  0.003898020528  -0.000095426513   0.072211831956  -0.103473906763
14  0.068431771124  0.068431771124  0.003895625875  -0.000120853211   0.072206543789  -0.102716848883
15  0.068762767207  0.068762767207  0.003805327519  -0.000427663414   0.072140431312  -0.091910969024
16  0.068932036670  0.068932036670  0.002682192709  -0.000000239853   0.071613989527  -0.072979691961
17  0.068936129585  0.068936129585  0.002688450186  -0.000001817106   0.071622762665  -0.073107047404
18  0.068946956242  0.068946956242  0.002685482540  -0.000001542395   0.071630896387  -0.073033768867
19  0.068958283923  0.068958283923  0.002726361741  -0.000019853391   0.071664792273  -0.073647881299
20  0.069010975760  0.069010975760  0.002694153512  -0.000001744508   0.071703384764  -0.073264218383
21  0.069020424499  0.069020424499  0.002728323614  -0.000016002001   0.071732746113  -0.073806068360
22  0.069024008955  0.069024008955  0.002692659695  -0.000000731805   0.071715936845  -0.073251126585
23  0.069028854785  0.069028854785  0.002698286987  -0.000002172081   0.071724969691  -0.073365061152
24  0.069599386435  0.069599386435  0.002738986581  -0.000000194168   0.072338178848  -0.074526375855
25  0.069601646626  0.069601646626  0.002746509923  -0.000004530091   0.072343626458  -0.074613110003
26  0.069602262822  0.069602262822  0.002748799118  -0.000005961795   0.072345100145  -0.074636443526
27  0.069608818270  0.069608818270  0.002774564122  -0.000019604832   0.072363777559  -0.074966299203
28  0.070131829969  0.070131829969  0.003270286539  -0.000003387728   0.073398728780  -0.088896890300
29  0.070200013093  0.070200013093  0.003293870739  -0.000075607561   0.073418276271  -0.087573446643
30  0.070200971958  0.070200971958  0.003284810588  -0.000073630722   0.073412151824  -0.087380699809
31  0.070246876956  0.070246876956  0.003311319081  -0.000114628841   0.073443567196  -0.086986416781
32  0.070336757186  0.070336757186  0.003264287865  -0.000005718505   0.073595326546  -0.088670234271
33  0.070384069670  0.070384069670  0.003248739405  -0.000051381080   0.073581427995  -0.087004596338
34  0.070469363843  0.070469363843  0.003280854683  -0.000113958836   0.073636259690  -0.086175669661
35  0.070501354276  0.070501354276  0.003212769209  -0.000031384410   0.073682739075  -0.086569934323
36  0.070511285542  0.070511285542  0.003274143447  -0.000147731976   0.073637697014  -0.085074033119
37  0.070513025452  0.070513025452  0.003176222034  -0.000031254011   0.073657993475  -0.085578982857
38  0.070518814166  0.070518814166  0.003160440025  -0.000071563743   0.073607690447  -0.084052648048
39  0.070536163469  0.070536163469  0.003158078943  -0.000083047447   0.073611194965  -0.083675912065
40  0.070777706204  0.070777706204  0.002879154335  -0.000004310587   0.073652549952  -0.078228523174
41  0.070791916451  0.070791916451  0.002819744921  -0.000000694870   0.073610966502  -0.076710298563
42  0.070795992594  0.070795992594  0.002835503943  -0.000005426892   0.073626069645  -0.077010358663
43  0.070797710575  0.070797710575  0.002836301521  -0.000004658177   0.073629353919  -0.077052979691
44  0.070880956519  0.070880956519  0.003263146610  -0.000010544314   0.074133558814  -0.088507862106
45  0.070920596555  0.070920596555  0.003195626040  -0.000023956488   0.074092266108  -0.086305568857
46  0.070935492655  0.070935492655  0.003270588516  -0.000015067209   0.074191013961  -0.088587292482
47  0.070971790202  0.070971790202  0.003257940771  -0.000084994021   0.074144736953  -0.086340323207
48  0.071031318686  0.071031318686  0.003263447549  -0.000104673308   0.074190092927  -0.085954669384
49  0.071061264648  0.071061264648  0.003231786360  -0.000129811563   0.074163239445  -0.084409076994
50  0.071072582956  0.071072582956  0.003233398273  -0.000174447554   0.074131533675  -0.083238331576
51  0.071123259358  0.071123259358  0.003237036470  -0.000175642584   0.074184653244  -0.083304813596
52  0.071388443190  0.071388443190  0.002861087444  -0.000002505015   0.074247025619  -0.077786029898
53  0.071393478162  0.071393478162  0.002892843855  -0.000019166079   0.074267155938  -0.078196795441
54  0.071400135162  0.071400135162  0.002882082017  -0.000013764072   0.074268453107  -0.078050946943
55  0.071401198646  0.071401198646  0.002872017090  -0.000008811922   0.074264403814  -0.077911821102
56  0.071474774222  0.071474774222  0.002912428425  -0.000006027449   0.074381175198  -0.079087239523
57  0.071478672818  0.071478672818  0.002952626939  -0.000031187343   0.074400112414  -0.079496461425
58  0.071480554827  0.071480554827  0.002892819867  -0.000006470390   0.074366904304  -0.078541610158
59  0.071487158684  0.071487158684  0.002938695300  -0.000031786182   0.074394067801  -0.079101066751
60  0.071555604598  0.071555604598  0.003225690009  -0.000003735606   0.074777559001  -0.087673890048
61  0.071616150586  0.071616150586  0.003246957689  -0.000061862366   0.074801245909  -0.086670902892
62  0.071635908668  0.071635908668  0.003240970051  -0.000077139839   0.074799738881  -0.086092249436
